Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Day],Item.[Item],D Base Forecast LC,D Base Forecast Quantity,D Base Forecast Supply Code,D Buff1 Forecast Quantity,D Buff2 Forecast Quantity,D Forecast Delivery Policy,D Forecast Early Capacity Layer Least,D Forecast Early Capacity Layer Max,D Forecast Fixed Stock Consumption Early Date,D Forecast Fixed Stock Consumption Late Date,D Forecast Force ICMP,D Forecast Is Fixed,D Forecast Is No Fair Share,D Forecast Late Capacity Layer Least,D Forecast Late Capacity Layer Max,D Forecast Quantity Policy,D Forecast Reduce Lead Time,D Is Stock Redevour Forecast
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-NA,2025-11-24,NK-BLAZER-OGR-9,238019.49,927,SUPP-03,77,63,Priority,556,834,2025-11-19,2025-11-26,0,1,1,648,927,Min-Max,0,0
Consensus_v2,DC-Laakdal-BE,Wholesale-NA,2025-08-04,NK-ALPHAFLY-GLD-9,140958.36,554,SUPP-05,47,13,Standard,332,498,2025-08-01,2025-08-06,0,1,0,387,554,Fixed,1,0
Baseline_v1,DC-Memphis-TN,DTC-eComm-EMEA,2025-11-24,NK-DUNK-BLK-XL,442424.46,1980,SUPP-02,143,78,Express,1188,1782,2025-11-18,2025-11-28,0,0,0,1386,1980,Flexible,0,0
OP_Plan_2025,DC-Dubai-UAE,Wholesale-APAC,2025-03-10,NK-CORTEZ-OGR-8,136405.47,2124,SUPP-01,199,107,Express,1274,1911,2025-03-04,2025-03-14,0,0,0,1486,2124,Flexible,1,0
Baseline_v2,DC-Dubai-UAE,Retail-EMEA,2025-12-22,NK-ALPHAFLY-BLU-7,515746.28,2889,SUPP-02,262,98,Express,1733,2600,2025-12-18,2025-12-25,1,0,0,2022,2889,Fixed,1,0
OP_Plan_2025,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-12-01,NK-LEBRON-PPL-XL,874407.64,2977,SUPP-01,422,164,Express,1786,2679,2025-11-27,2025-12-03,0,1,0,2083,2977,Min-Max,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2025-01-13,NK-BLAZER-BLU-7,457509.48,2249,SUPP-05,194,157,Standard,1349,2024,2025-01-07,2025-01-14,0,0,0,1574,2249,Min-Max,0,0
Baseline_v2,DC-Shanghai-CN,Wholesale-APAC,2025-09-01,NK-HUARACHE-RED-13,144658.03,1967,SUPP-02,261,82,Priority,1180,1770,2025-08-29,2025-09-03,0,0,0,1376,1967,Fixed,1,0
OP_Plan_2025,DC-Memphis-TN,DTC-Stores-EMEA,2025-03-17,NK-POLO-DRI-GRY-M,359748.72,2876,SUPP-04,172,209,Priority,1725,2588,2025-03-13,2025-03-19,0,0,0,2013,2876,Fixed,0,0
Consensus_v2,DC-Sao-Paulo-BR,Wholesale-NA,2025-10-20,NK-KD-GRN-7,620055.1,2078,SUPP-05,211,165,Express,1246,1870,2025-10-16,2025-10-23,0,1,0,1454,2078,Capped,1,0
Baseline_v1,DC-Dubai-UAE,DTC-Stores-EMEA,2025-09-08,NK-AIR-FORCE-OGR-8,145976.92,507,SUPP-01,34,22,Express,304,456,2025-09-05,2025-09-12,0,0,0,354,507,Flexible,0,0
Consensus_v1,DC-Portland-OR,DTC-eComm-NA,2025-01-13,NK-AIR-FORCE-BLU-XXL,283187.14,1821,SUPP-02,183,98,Standard,1092,1638,2025-01-10,2025-01-17,0,0,0,1274,1821,Capped,0,0
Baseline_v2,DC-Shanghai-CN,Retail-APAC,2025-09-01,NK-ZOOM-PEGA-GLD-9,105565.53,570,SUPP-04,67,12,Express,342,513,2025-08-27,2025-09-03,0,0,1,399,570,Min-Max,1,0
Baseline_v2,DC-Memphis-TN,Retail-EMEA,2025-01-06,NK-ALPHAFLY-NVY-10,138829.49,1507,SUPP-02,105,81,Standard,904,1356,2025-01-02,2025-01-10,0,0,0,1054,1507,Flexible,1,0
Baseline_v2,DC-Dubai-UAE,Retail-EMEA,2025-02-24,NK-DUNK-NVY-XL,45606.4,305,SUPP-03,18,22,Priority,183,274,2025-02-21,2025-02-26,0,0,0,213,305,Capped,0,1
Consensus_v2,DC-Laakdal-BE,DTC-Stores-NA,2025-03-10,NK-HUARACHE-PPL-10,527270.09,1781,SUPP-01,162,70,Express,1068,1602,2025-03-07,2025-03-14,1,0,0,1246,1781,Flexible,0,0
Consensus_v2,DC-Portland-OR,Retail-APAC,2025-04-07,NK-ZOOM-PEGA-BLK-XXL,113543.17,805,SUPP-04,65,42,Economy,483,724,2025-04-04,2025-04-10,1,1,0,563,805,Fixed,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-NA,2025-09-01,NK-METCON-GRY-M,130846.39,520,SUPP-05,27,29,Express,312,468,2025-08-28,2025-09-04,0,1,0,364,520,Flexible,1,0
Consensus_v2,DC-Laakdal-BE,Wholesale-MEA,2025-09-29,NK-AIR-FORCE-GRN-12,72419.05,982,SUPP-03,80,23,Priority,589,883,2025-09-23,2025-09-30,0,0,0,687,982,Min-Max,0,0
Consensus_v1,DC-Portland-OR,Wholesale-APAC,2025-06-23,NK-AIR-MAX-WHT-XXL,184735.47,2496,SUPP-04,183,134,Standard,1497,2246,2025-06-17,2025-06-27,0,0,0,1747,2496,Capped,1,0
OP_Plan_2025,DC-Portland-OR,DTC-Stores-NA,2025-06-30,NK-BLAZER-PPL-7,340635.19,2957,SUPP-03,211,226,Express,1774,2661,2025-06-26,2025-07-04,0,1,0,2069,2957,Fixed,0,0
Baseline_v2,DC-Laakdal-BE,Wholesale-APAC,2025-12-29,NK-SPORTS-BRA-INDY-GRY-S,201097.73,2885,SUPP-01,260,181,Standard,1731,2596,2025-12-25,2025-12-31,0,0,1,2019,2885,Fixed,0,0
Baseline_v2,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-04-28,NK-ZOOM-PEGA-GRN-10,220492.73,2917,SUPP-02,371,76,Priority,1750,2625,2025-04-22,2025-04-30,0,0,0,2041,2917,Fixed,0,0
Consensus_v1,DC-Memphis-TN,Wholesale-NA,2025-01-13,NK-JORDAN-GLD-7,565928.55,2596,SUPP-02,332,80,Express,1557,2336,2025-01-09,2025-01-15,0,0,0,1817,2596,Flexible,0,0
Baseline_v2,DC-Tokyo-JP,Wholesale-LATAM,2025-06-23,NK-JORDAN-BLU-8,54665.91,207,SUPP-05,25,7,Express,124,186,2025-06-19,2025-06-26,1,0,0,144,207,Capped,0,0
Baseline_v2,DC-Shanghai-CN,Retail-APAC,2025-08-11,NK-LEBRON-PPL-13,121821.95,943,SUPP-02,47,60,Standard,565,848,2025-08-08,2025-08-14,0,0,0,660,943,Capped,1,0
Consensus_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2025-06-02,NK-FREE-RN-GLD-7,128023.08,447,SUPP-03,40,12,Express,268,402,2025-05-30,2025-06-04,0,0,0,312,447,Fixed,0,0
Consensus_v2,DC-Tokyo-JP,DTC-Stores-EMEA,2025-04-14,NK-HUARACHE-WHT-9,533911.8,2935,SUPP-04,303,108,Priority,1761,2641,2025-04-11,2025-04-17,0,1,1,2054,2935,Fixed,0,0
Baseline_v2,DC-Shanghai-CN,Wholesale-MEA,2025-02-24,NK-FREE-RN-GRN-S,25539.86,88,SUPP-02,5,6,Economy,52,79,2025-02-18,2025-02-27,1,0,0,61,88,Fixed,1,0
Consensus_v1,DC-Tokyo-JP,Retail-APAC,2025-09-01,NK-METCON-GRY-8,273928.93,2462,SUPP-05,157,181,Standard,1477,2215,2025-08-26,2025-09-03,0,0,0,1723,2462,Capped,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-04-14,NK-LEBRON-GLD-L,500910.17,2949,SUPP-01,181,162,Economy,1769,2654,2025-04-09,2025-04-15,0,1,0,2064,2949,Fixed,1,0
OP_Plan_2025,DC-Shanghai-CN,DTC-eComm-EMEA,2025-01-13,NK-CORTEZ-PPL-L,47954.17,297,SUPP-04,41,20,Express,178,267,2025-01-07,2025-01-16,0,0,0,207,297,Min-Max,0,0
Consensus_v2,DC-Shanghai-CN,DTC-eComm-NA,2025-02-17,NK-DUNK-BLU-M,354564.04,2374,SUPP-03,154,98,Economy,1424,2136,2025-02-12,2025-02-19,0,0,0,1661,2374,Capped,0,0
Consensus_v2,DC-Laakdal-BE,Retail-EMEA,2025-06-30,NK-AIR-MAX-NVY-13,779185.8,2737,SUPP-05,405,180,Priority,1642,2463,2025-06-24,2025-07-04,0,0,0,1915,2737,Fixed,0,0
OP_Plan_2025,DC-Tokyo-JP,DTC-Stores-EMEA,2025-08-11,NK-VAPORFLY-GRY-13,367171.78,1900,SUPP-02,206,38,Priority,1140,1710,2025-08-07,2025-08-15,0,1,0,1330,1900,Fixed,0,0
Baseline_v1,DC-Shanghai-CN,DTC-eComm-NA,2025-07-28,NK-HUARACHE-RED-12,281963.8,2664,SUPP-05,188,193,Standard,1598,2397,2025-07-22,2025-08-01,0,0,0,1864,2664,Fixed,0,0
Baseline_v1,DC-Tokyo-JP,DTC-Stores-EMEA,2025-11-10,NK-METCON-GRY-13,99890.55,1524,SUPP-05,220,38,Economy,914,1371,2025-11-05,2025-11-14,0,1,1,1066,1524,Min-Max,1,0
Baseline_v2,DC-Portland-OR,Wholesale-LATAM,2025-07-28,NK-AIR-MAX-GRN-XXL,443885.27,2231,SUPP-03,188,93,Economy,1338,2007,2025-07-25,2025-08-01,1,1,0,1561,2231,Flexible,0,0
OP_Plan_2025,DC-Shanghai-CN,Retail-APAC,2025-07-21,NK-REACT-NVY-S,129236.17,490,SUPP-04,70,29,Economy,294,441,2025-07-16,2025-07-24,0,1,0,343,490,Capped,0,0
Baseline_v1,DC-Laakdal-BE,Wholesale-NA,2025-12-15,NK-ALPHAFLY-PPL-8,119398.71,544,SUPP-04,74,36,Economy,326,489,2025-12-09,2025-12-16,1,0,0,380,544,Min-Max,0,0
Consensus_v2,DC-Shanghai-CN,Wholesale-LATAM,2025-03-31,NK-HUARACHE-WHT-M,178313.9,1743,SUPP-05,235,97,Express,1045,1568,2025-03-25,2025-04-02,0,0,0,1220,1743,Fixed,0,0
OP_Plan_2025,DC-Dubai-UAE,Wholesale-MEA,2025-01-13,NK-REACT-PPL-M,355498.34,1929,SUPP-05,260,38,Express,1157,1736,2025-01-10,2025-01-14,0,1,0,1350,1929,Capped,0,0
Consensus_v2,DC-Memphis-TN,DTC-eComm-NA,2025-01-06,NK-ALPHAFLY-BLU-9,173288.43,720,SUPP-03,53,31,Priority,432,648,2024-12-31,2025-01-07,0,0,0,503,720,Flexible,0,0
Baseline_v1,DC-Portland-OR,Retail-EMEA,2025-01-13,NK-DUNK-BLK-9,172466.04,860,SUPP-05,68,22,Priority,516,774,2025-01-09,2025-01-15,1,0,0,602,860,Min-Max,0,0
OP_Plan_2025,DC-Portland-OR,DTC-eComm-NA,2025-06-30,NK-HUARACHE-BLU-L,289752.46,1528,SUPP-02,146,47,Express,916,1375,2025-06-27,2025-07-03,0,0,0,1069,1528,Fixed,0,0
Consensus_v2,DC-Portland-OR,Wholesale-APAC,2025-04-14,NK-ZOOM-PEGA-NVY-11,71580.61,250,SUPP-05,36,6,Express,150,225,2025-04-10,2025-04-18,0,0,0,175,250,Capped,0,0
Consensus_v1,DC-Laakdal-BE,DTC-Stores-EMEA,2025-03-17,NK-JORDAN-BLU-7,28282.74,230,SUPP-05,17,8,Economy,138,207,2025-03-12,2025-03-20,0,1,1,161,230,Fixed,0,0
Baseline_v2,DC-Johannesburg-ZA,DTC-Stores-NA,2025-08-18,NK-LEBRON-PPL-8,144146.52,793,SUPP-03,46,16,Express,475,713,2025-08-13,2025-08-21,0,0,1,555,793,Capped,1,0
Baseline_v1,DC-Johannesburg-ZA,Retail-APAC,2025-07-07,NK-KD-NVY-XL,58695.88,829,SUPP-04,77,21,Economy,497,746,2025-07-04,2025-07-09,0,0,0,580,829,Capped,0,0
Baseline_v1,DC-Dubai-UAE,DTC-Stores-NA,2025-02-17,NK-KD-NVY-8,191963.06,1204,SUPP-04,72,54,Standard,722,1083,2025-02-11,2025-02-18,0,0,0,842,1204,Fixed,0,0
OP_Plan_2025,DC-Laakdal-BE,DTC-Stores-NA,2025-12-08,NK-KD-GRY-12,195061.67,2560,SUPP-04,215,166,Standard,1536,2304,2025-12-04,2025-12-10,0,1,0,1792,2560,Flexible,1,0
Baseline_v2,DC-Portland-OR,Retail-APAC,2025-02-03,NK-LEBRON-NVY-8,198294.41,712,SUPP-04,51,23,Priority,427,640,2025-01-28,2025-02-06,0,1,0,498,712,Capped,0,1
Baseline_v2,DC-Sao-Paulo-BR,Retail-APAC,2025-11-24,NK-JORDAN-NVY-XL,563747.97,1888,SUPP-05,198,90,Economy,1132,1699,2025-11-19,2025-11-28,0,0,0,1321,1888,Flexible,0,0
Consensus_v1,DC-Johannesburg-ZA,Wholesale-APAC,2025-05-05,NK-SPORTS-BRA-INDY-GRY-XL,83122.52,1046,SUPP-02,97,20,Express,627,941,2025-04-29,2025-05-08,0,0,1,732,1046,Flexible,0,0
Baseline_v1,DC-Portland-OR,Wholesale-MEA,2025-10-13,NK-VAPORFLY-BLK-L,158121.57,2090,SUPP-01,112,77,Standard,1254,1881,2025-10-07,2025-10-16,1,0,0,1463,2090,Capped,1,0
OP_Plan_2025,DC-Johannesburg-ZA,DTC-Stores-NA,2025-04-28,NK-JORDAN-GRY-L,426414.64,2745,SUPP-01,331,117,Economy,1647,2470,2025-04-23,2025-04-29,0,0,1,1921,2745,Fixed,0,0
OP_Plan_2025,DC-Laakdal-BE,DTC-eComm-EMEA,2025-01-06,NK-REACT-PPL-M,61681.67,265,SUPP-04,27,20,Express,159,238,2024-12-31,2025-01-09,0,1,0,185,265,Fixed,0,0
Consensus_v2,DC-Memphis-TN,Retail-APAC,2025-01-27,NK-JORDAN-GRN-13,52702.04,326,SUPP-05,43,16,Express,195,293,2025-01-23,2025-01-29,0,0,0,228,326,Flexible,0,0
Baseline_v2,DC-Dubai-UAE,DTC-Stores-NA,2025-01-13,NK-CORTEZ-BLK-XXL,129836.15,1026,SUPP-04,59,62,Economy,615,923,2025-01-07,2025-01-17,1,0,0,718,1026,Capped,1,0
OP_Plan_2025,DC-Tokyo-JP,Wholesale-APAC,2025-12-01,NK-LEBRON-PPL-12,294553.72,1485,SUPP-01,82,45,Express,891,1336,2025-11-25,2025-12-03,0,0,0,1039,1485,Flexible,0,1
OP_Plan_2025,DC-Memphis-TN,Wholesale-APAC,2025-12-01,NK-LEBRON-GRN-XXL,326184.94,2065,SUPP-03,233,144,Priority,1239,1858,2025-11-25,2025-12-02,0,0,0,1445,2065,Capped,1,0
OP_Plan_2025,DC-Tokyo-JP,Wholesale-LATAM,2025-10-06,NK-CORTEZ-GRY-9,376044.89,1612,SUPP-04,165,121,Standard,967,1450,2025-09-30,2025-10-09,0,0,1,1128,1612,Min-Max,0,0
Baseline_v1,DC-Laakdal-BE,Retail-EMEA,2025-02-24,NK-FREE-RN-GRY-13,24303.8,195,SUPP-05,21,12,Standard,117,175,2025-02-18,2025-02-28,0,0,1,136,195,Flexible,0,0
Baseline_v2,DC-Sao-Paulo-BR,Retail-EMEA,2025-11-17,NK-FREE-RN-NVY-11,356701.65,1206,SUPP-01,174,69,Priority,723,1085,2025-11-14,2025-11-18,0,1,1,844,1206,Min-Max,0,0
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-LATAM,2025-04-14,NK-REACT-RED-13,291919.85,1419,SUPP-01,131,62,Economy,851,1277,2025-04-09,2025-04-17,1,0,0,993,1419,Flexible,0,1
Consensus_v2,DC-Portland-OR,DTC-Stores-EMEA,2025-12-22,NK-ZOOM-PEGA-OGR-S,252827.64,1978,SUPP-02,115,48,Priority,1186,1780,2025-12-18,2025-12-25,0,1,0,1384,1978,Capped,0,1
Consensus_v1,DC-Dubai-UAE,Retail-APAC,2025-05-19,NK-KD-BLK-XL,98129.19,814,SUPP-02,104,41,Standard,488,732,2025-05-15,2025-05-20,1,1,0,569,814,Flexible,1,0
Baseline_v2,DC-Shanghai-CN,Wholesale-MEA,2025-07-14,NK-METCON-GRN-8,98243.56,702,SUPP-03,94,46,Economy,421,631,2025-07-10,2025-07-15,0,1,0,491,702,Capped,0,0
Baseline_v2,DC-Dubai-UAE,Wholesale-LATAM,2025-12-29,NK-CORTEZ-RED-7,259817.69,2269,SUPP-04,274,90,Express,1361,2042,2025-12-23,2025-12-30,0,0,0,1588,2269,Fixed,0,0
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-NA,2025-06-09,NK-JORDAN-GRN-12,632751.12,2699,SUPP-03,229,201,Express,1619,2429,2025-06-04,2025-06-13,1,0,0,1889,2699,Min-Max,0,0
Baseline_v2,DC-Dubai-UAE,Wholesale-APAC,2025-01-27,NK-HOODIE-CLUB-RED-XL,22161.11,248,SUPP-02,13,5,Priority,148,223,2025-01-24,2025-01-30,0,0,0,173,248,Min-Max,0,0
Baseline_v1,DC-Johannesburg-ZA,Wholesale-MEA,2025-09-29,NK-ALPHAFLY-NVY-10,301848.96,1738,SUPP-02,166,123,Priority,1042,1564,2025-09-26,2025-10-01,1,0,0,1216,1738,Capped,0,0
Baseline_v1,DC-Shanghai-CN,DTC-eComm-EMEA,2025-08-25,NK-AIR-MAX-BLK-S,33341.81,208,SUPP-04,30,15,Standard,124,187,2025-08-19,2025-08-27,0,0,0,145,208,Capped,0,0
Consensus_v1,DC-Johannesburg-ZA,Retail-APAC,2025-06-02,NK-LEGGING-EPIC-NVY-M,87118.72,1128,SUPP-03,124,39,Express,676,1015,2025-05-27,2025-06-04,0,0,0,789,1128,Capped,0,0
OP_Plan_2025,DC-Johannesburg-ZA,DTC-eComm-NA,2025-04-28,NK-LEBRON-NVY-13,155030,1632,SUPP-04,240,113,Express,979,1468,2025-04-23,2025-04-30,0,0,1,1142,1632,Min-Max,1,0
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-08-04,NK-LEBRON-OGR-S,107857.18,965,SUPP-05,100,47,Express,579,868,2025-07-31,2025-08-06,0,0,0,675,965,Fixed,0,0
Baseline_v1,DC-Portland-OR,Retail-EMEA,2025-09-08,NK-LEBRON-BLU-M,372022.61,1282,SUPP-02,133,82,Express,769,1153,2025-09-04,2025-09-10,0,0,0,897,1282,Fixed,0,0
Baseline_v2,DC-Shanghai-CN,Wholesale-APAC,2025-09-08,NK-VAPORFLY-BLK-XXL,639222.85,2413,SUPP-05,216,155,Economy,1447,2171,2025-09-02,2025-09-11,1,0,0,1689,2413,Min-Max,0,0
Baseline_v1,DC-Shanghai-CN,Wholesale-APAC,2025-07-21,NK-METCON-GRN-L,377506.21,2424,SUPP-04,299,179,Economy,1454,2181,2025-07-17,2025-07-22,0,0,1,1696,2424,Flexible,0,1
Consensus_v2,DC-Portland-OR,Wholesale-APAC,2025-08-18,NK-ALPHAFLY-PPL-7,405202.47,1808,SUPP-02,148,58,Economy,1084,1627,2025-08-14,2025-08-19,0,0,1,1265,1808,Fixed,0,0
Baseline_v1,DC-Shanghai-CN,Retail-APAC,2025-08-25,NK-LEBRON-PPL-S,249710.77,2460,SUPP-04,154,87,Priority,1476,2214,2025-08-21,2025-08-29,1,0,0,1722,2460,Min-Max,1,0
Baseline_v2,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2025-12-08,NK-BLAZER-BLK-XXL,64503.37,318,SUPP-01,43,7,Standard,190,286,2025-12-03,2025-12-11,0,1,0,222,318,Min-Max,0,0
OP_Plan_2025,DC-Portland-OR,Wholesale-MEA,2025-09-29,NK-FREE-RN-GLD-12,366613.12,2065,SUPP-02,128,160,Express,1239,1858,2025-09-25,2025-10-02,1,0,0,1445,2065,Flexible,1,0
Consensus_v1,DC-Sao-Paulo-BR,Retail-APAC,2025-10-06,NK-KD-OGR-11,773354.94,2903,SUPP-04,411,158,Economy,1741,2612,2025-10-02,2025-10-08,0,1,1,2032,2903,Min-Max,0,0
OP_Plan_2025,DC-Tokyo-JP,Wholesale-APAC,2025-06-23,NK-AIR-MAX-BLU-9,19505.81,266,SUPP-03,17,6,Priority,159,239,2025-06-18,2025-06-25,0,0,0,186,266,Min-Max,0,0
Consensus_v2,DC-Sao-Paulo-BR,DTC-eComm-NA,2025-01-13,NK-CORTEZ-RED-8,18309.66,165,SUPP-02,15,10,Express,99,148,2025-01-09,2025-01-16,0,0,0,115,165,Fixed,0,0
Consensus_v2,DC-Dubai-UAE,Wholesale-NA,2025-12-08,NK-ALPHAFLY-GLD-10,295233.33,2032,SUPP-04,192,148,Express,1219,1828,2025-12-03,2025-12-10,1,1,0,1422,2032,Fixed,0,0
Consensus_v2,DC-Dubai-UAE,DTC-eComm-NA,2025-11-10,NK-AIR-FORCE-GRY-12,59366.87,700,SUPP-01,78,44,Priority,420,630,2025-11-06,2025-11-13,1,1,0,489,700,Capped,0,0
Consensus_v2,DC-Dubai-UAE,DTC-eComm-NA,2025-08-25,NK-HUARACHE-NVY-11,72568.6,383,SUPP-05,48,12,Economy,229,344,2025-08-21,2025-08-26,0,0,0,268,383,Flexible,0,0
Consensus_v2,DC-Portland-OR,Retail-APAC,2025-11-24,NK-LEBRON-NVY-9,485035.18,1984,SUPP-05,282,68,Express,1190,1785,2025-11-19,2025-11-26,0,0,0,1388,1984,Flexible,0,0
OP_Plan_2025,DC-Dubai-UAE,Wholesale-APAC,2025-03-24,NK-HUARACHE-BLK-XL,120942.54,521,SUPP-03,54,36,Priority,312,468,2025-03-18,2025-03-28,0,1,0,364,521,Fixed,0,0
OP_Plan_2025,DC-Tokyo-JP,Wholesale-LATAM,2025-06-09,NK-LEBRON-NVY-10,326168.85,1616,SUPP-01,167,37,Priority,969,1454,2025-06-03,2025-06-13,0,0,0,1131,1616,Capped,0,0
OP_Plan_2025,DC-Shanghai-CN,Wholesale-NA,2025-08-04,NK-LEBRON-BLK-11,49170.01,258,SUPP-04,30,20,Standard,154,232,2025-07-30,2025-08-07,0,0,0,180,258,Capped,1,0
Baseline_v1,DC-Tokyo-JP,Wholesale-LATAM,2025-12-08,NK-ALPHAFLY-GRY-8,301881.17,1899,SUPP-04,169,133,Express,1139,1709,2025-12-04,2025-12-11,0,1,0,1329,1899,Flexible,0,0
Consensus_v1,DC-Dubai-UAE,Wholesale-APAC,2025-07-14,NK-HUARACHE-WHT-XL,28012.21,263,SUPP-03,27,15,Economy,157,236,2025-07-08,2025-07-17,0,0,1,184,263,Fixed,0,0
Consensus_v1,DC-Portland-OR,DTC-eComm-NA,2025-11-03,NK-HOODIE-CLUB-GRY-S,346064.54,2161,SUPP-01,263,109,Standard,1296,1944,2025-10-31,2025-11-07,0,1,0,1512,2161,Fixed,0,0
Baseline_v1,DC-Sao-Paulo-BR,Retail-APAC,2025-02-03,NK-CORTEZ-GRY-13,288272.01,2129,SUPP-03,142,143,Express,1277,1916,2025-01-31,2025-02-06,0,1,0,1490,2129,Min-Max,0,0
OP_Plan_2025,DC-Dubai-UAE,DTC-Stores-EMEA,2025-03-31,NK-AIR-MAX-BLK-XXL,634675.01,2807,SUPP-04,161,188,Standard,1684,2526,2025-03-27,2025-04-03,0,1,1,1964,2807,Min-Max,1,0
OP_Plan_2025,DC-Tokyo-JP,DTC-eComm-EMEA,2025-06-09,NK-HUARACHE-BLU-S,291142.02,2376,SUPP-03,232,56,Standard,1425,2138,2025-06-06,2025-06-10,0,0,1,1663,2376,Capped,0,0
Baseline_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2025-04-28,NK-REACT-BLU-7,578317.48,2105,SUPP-01,262,60,Priority,1263,1894,2025-04-22,2025-04-29,0,0,1,1473,2105,Fixed,1,0
Baseline_v2,DC-Dubai-UAE,Wholesale-NA,2025-03-17,NK-AIR-FORCE-GLD-S,452532.07,2838,SUPP-02,288,133,Priority,1702,2554,2025-03-13,2025-03-18,0,0,0,1986,2838,Min-Max,0,0
Baseline_v2,DC-Memphis-TN,DTC-eComm-EMEA,2025-06-16,NK-FREE-RN-NVY-10,199086,1422,SUPP-01,188,112,Economy,853,1279,2025-06-13,2025-06-20,1,0,0,995,1422,Capped,0,0
Consensus_v1,DC-Portland-OR,Wholesale-NA,2025-06-30,NK-LEBRON-GRY-XXL,323713.44,2888,SUPP-04,320,131,Priority,1732,2599,2025-06-26,2025-07-01,0,0,0,2021,2888,Fixed,0,0
Baseline_v2,DC-Johannesburg-ZA,DTC-Stores-EMEA,2025-02-10,NK-LEBRON-BLU-9,29183.98,411,SUPP-04,38,14,Standard,246,369,2025-02-06,2025-02-11,1,1,0,287,411,Fixed,0,0
Consensus_v1,DC-Dubai-UAE,DTC-Stores-NA,2025-02-10,NK-AIR-FORCE-GRY-XL,237125.3,2117,SUPP-04,201,83,Standard,1270,1905,2025-02-07,2025-02-11,0,1,0,1481,2117,Flexible,0,0
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-NA,2025-02-03,NK-BLAZER-WHT-M,7459.43,56,SUPP-02,3,3,Express,33,50,2025-01-30,2025-02-04,1,0,0,39,56,Flexible,0,0
Consensus_v2,DC-Portland-OR,Retail-APAC,2025-05-05,NK-VAPORFLY-GRY-9,542228.52,2398,SUPP-02,342,51,Economy,1438,2158,2025-05-02,2025-05-08,0,0,0,1678,2398,Flexible,0,0
OP_Plan_2025,DC-Memphis-TN,DTC-eComm-EMEA,2025-09-15,NK-JORDAN-GRY-7,205010.84,1360,SUPP-01,69,102,Priority,816,1224,2025-09-11,2025-09-19,0,0,0,951,1360,Min-Max,0,0
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-NA,2025-04-07,NK-HUARACHE-BLU-S,336252.59,2176,SUPP-04,291,97,Standard,1305,1958,2025-04-04,2025-04-10,0,1,0,1523,2176,Fixed,0,1
Consensus_v2,DC-Johannesburg-ZA,DTC-eComm-NA,2025-05-19,NK-AIR-FORCE-BLU-M,66171.93,686,SUPP-03,39,49,Express,411,617,2025-05-14,2025-05-20,0,0,0,480,686,Capped,0,0
Baseline_v1,DC-Tokyo-JP,DTC-eComm-NA,2025-11-03,NK-CORTEZ-GLD-XL,441256.19,2714,SUPP-05,161,57,Economy,1628,2442,2025-10-30,2025-11-07,0,1,0,1899,2714,Min-Max,0,0
OP_Plan_2025,DC-Memphis-TN,Wholesale-MEA,2025-09-29,NK-HUARACHE-GRN-M,173841.92,848,SUPP-03,54,39,Economy,508,763,2025-09-26,2025-10-03,0,0,1,593,848,Flexible,0,1
Baseline_v1,DC-Tokyo-JP,Wholesale-MEA,2025-11-10,NK-METCON-BLU-9,46392.48,412,SUPP-02,38,12,Standard,247,370,2025-11-06,2025-11-13,0,0,0,288,412,Fixed,1,0
Baseline_v2,DC-Johannesburg-ZA,Retail-EMEA,2025-06-02,NK-KD-OGR-L,468234.83,2124,SUPP-04,125,161,Economy,1274,1911,2025-05-29,2025-06-06,0,0,0,1486,2124,Flexible,1,0
Consensus_v1,DC-Laakdal-BE,DTC-eComm-EMEA,2025-08-11,NK-REACT-WHT-8,747977.05,2529,SUPP-04,271,58,Priority,1517,2276,2025-08-05,2025-08-15,0,0,1,1770,2529,Capped,1,0
Baseline_v2,DC-Tokyo-JP,DTC-Stores-NA,2025-01-13,NK-AIR-FORCE-GRY-12,271721.37,984,SUPP-05,49,63,Priority,590,885,2025-01-09,2025-01-14,1,1,1,688,984,Fixed,0,0
Consensus_v1,DC-Laakdal-BE,Wholesale-LATAM,2025-07-28,NK-JACKET-WIND-NVY-XL,99136.78,893,SUPP-05,55,18,Economy,535,803,2025-07-24,2025-07-31,0,0,0,625,893,Min-Max,1,0
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-NA,2025-09-29,NK-JORDAN-PPL-L,192410.3,1068,SUPP-03,137,81,Standard,640,961,2025-09-24,2025-10-02,0,0,1,747,1068,Flexible,1,0
