Supplier.[Supplier Location],Version.[Version Name],Activity2.[Activity2],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast,W Procurement Forecast From Purchase Orders,W Procurement Forecast Infinite Node,W Procurement Forecast Non Infinite Node,W Procurement Forecast Override,W Procurement Forecast within Lead Time For Starts,W Procurement Total Requirements,W Published Procurement Forecast
SUP-China-GZH,Baseline_v2,Make-to-Stock,DC-Memphis-TN,2025-W02,NK-JORDAN-1-WHT-10,935,377,556,379,76,358,1015,1011
SUP-Vietnam-HCM,Consensus_v2,Make-to-Stock,DC-Memphis-TN,2025-W36,NK-JORDAN-1-WHT-10,1399,900,1026,373,51,691,1534,1450
SUP-Bangladesh-DAC,OP_Plan_2025,Safety-Stock-Build,DC-Dubai-UAE,2025-W29,NK-FREE-RN-5-BLU-9,3478,2310,3061,417,253,1115,4113,3731
SUP-China-SHH,Consensus_v1,Make-to-Order,DC-Memphis-TN,2025-W12,NK-SHORT-DRI-NVY-L,845,446,731,114,34,506,901,879
SUP-Indonesia-JKT,OP_Plan_2025,Make-to-Order,DC-Dubai-UAE,2025-W16,NK-AIR-HUARACHE-BLK-10,2053,1604,1774,279,197,967,2216,2250
SUP-Bangladesh-DAC,Baseline_v1,Make-to-Order,DC-Sao-Paulo-BR,2025-W21,NK-AIR-HUARACHE-BLK-10,286,169,180,106,21,121,335,307
SUP-China-SHH,Consensus_v1,Make-to-Order,DC-Portland-OR,2025-W12,NK-AIR-FORCE-1-WHT-9,4927,2027,3129,1798,53,1995,5793,4980
SUP-India-CHN,Consensus_v1,Make-to-Order,DC-Memphis-TN,2025-W42,NK-LEGGING-EPIC-BLK-S,2893,1707,2361,532,38,1227,3304,2931
SUP-Cambodia-PNH,Baseline_v1,Replenishment,DC-Laakdal-BE,2025-W50,NK-ZOOM-PEGA-GRY-10,373,231,292,81,4,157,435,377
SUP-China-GZH,Consensus_v1,Seasonal-Build,DC-Laakdal-BE,2025-W34,NK-BACKPACK-BRSLA-BLK,695,540,568,127,12,406,769,707
SUP-China-GZH,Baseline_v1,Safety-Stock-Build,DC-Shanghai-CN,2025-W18,NK-KD-15-GLD-11,2508,1380,1618,890,13,1440,2797,2521
SUP-Mexico-MTY,Baseline_v1,Make-to-Stock,DC-Laakdal-BE,2025-W19,NK-DUNK-LOW-GRN-9,1353,898,1168,185,132,513,1447,1485
SUP-China-SHH,Baseline_v1,Make-to-Order,DC-Tokyo-JP,2025-W18,NK-BACKPACK-BRSLA-BLK,1586,729,945,641,148,805,1752,1734
SUP-China-GZH,Consensus_v1,Make-to-Stock,DC-Memphis-TN,2025-W37,NK-TEE-PRO-BLK-M,1883,1323,1380,503,129,991,2170,2012
SUP-Mexico-MTY,Consensus_v2,Seasonal-Build,DC-Tokyo-JP,2025-W12,NK-BACKPACK-BRSLA-BLK,2149,1522,1448,701,203,1046,2538,2352
SUP-India-CHN,Baseline_v2,Seasonal-Build,DC-Laakdal-BE,2025-W15,NK-AIR-MAX-270-BLK-10,1961,867,1520,441,191,1158,2332,2152
SUP-Mexico-MTY,OP_Plan_2025,Make-to-Stock,DC-Tokyo-JP,2025-W29,NK-AIR-MAX-90-NVY-8,1007,637,896,111,76,472,1058,1083
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Tokyo-JP,2025-W37,NK-AIR-MAX-90-NVY-8,688,288,345,343,22,388,797,710
SUP-China-SHH,Baseline_v1,Make-to-Order,DC-Portland-OR,2025-W40,NK-LEBRON-20-BLK-12,394,219,321,73,31,231,425,425
SUP-China-SHH,Consensus_v1,Make-to-Order,DC-Sao-Paulo-BR,2025-W12,NK-SPORTS-BRA-INDY-M,3145,2256,1680,1465,57,1897,3312,3202
SUP-India-CHN,Baseline_v1,Safety-Stock-Build,DC-Memphis-TN,2025-W19,NK-BACKPACK-BRSLA-BLK,2504,1818,1314,1190,204,1246,2679,2708
SUP-Indonesia-JKT,Consensus_v1,Replenishment,DC-Tokyo-JP,2025-W12,NK-DUNK-LOW-GRN-9,2110,866,1338,772,205,1370,2319,2315
SUP-India-CHN,Consensus_v2,Safety-Stock-Build,DC-Memphis-TN,2025-W35,NK-KD-15-GLD-11,557,336,494,63,38,182,600,595
SUP-India-CHN,Consensus_v2,Make-to-Stock,DC-Shanghai-CN,2025-W22,NK-FREE-RN-5-BLU-9,3551,1715,1804,1747,170,1794,3856,3721
SUP-Indonesia-JKT,Baseline_v2,Replenishment,DC-Memphis-TN,2025-W23,NK-REACT-INF-RD-11,4967,3493,4060,907,306,3448,5692,5273
SUP-Mexico-MTY,Baseline_v1,Seasonal-Build,DC-Dubai-UAE,2025-W19,NK-SOCK-PERF-3PK-L,4361,3047,3676,685,215,1536,5034,4576
SUP-India-CHN,OP_Plan_2025,Make-to-Order,DC-Memphis-TN,2025-W04,NK-KD-15-GLD-11,3580,2231,3083,497,39,1327,3989,3619
SUP-Mexico-MTY,Baseline_v2,Seasonal-Build,DC-Portland-OR,2025-W31,NK-SOCK-PERF-3PK-L,1015,542,754,261,58,370,1084,1073
SUP-Vietnam-HCM,Baseline_v2,Make-to-Stock,DC-Shanghai-CN,2025-W06,NK-LEGGING-EPIC-BLK-S,4093,1690,2812,1281,264,2586,4327,4357
SUP-China-SHH,OP_Plan_2025,Seasonal-Build,DC-Shanghai-CN,2025-W34,NK-FREE-RN-5-BLU-9,1553,950,808,745,24,970,1661,1577
SUP-Vietnam-HCM,Baseline_v2,Replenishment,DC-Memphis-TN,2025-W30,NK-AIR-FORCE-1-WHT-9,4845,3610,3292,1553,30,2376,5588,4875
SUP-China-GZH,Consensus_v2,Make-to-Stock,DC-Dubai-UAE,2025-W31,NK-METCON-8-GRY-10,1019,500,744,275,43,515,1096,1062
SUP-China-GZH,Consensus_v2,Replenishment,DC-Portland-OR,2025-W48,NK-ZOOM-PEGA-GRY-10,3574,1846,2459,1115,341,2168,4272,3915
SUP-India-CHN,OP_Plan_2025,Make-to-Order,DC-Dubai-UAE,2025-W39,NK-SPORTS-BRA-INDY-M,3030,1757,2555,475,289,1513,3604,3319
SUP-China-SHH,Consensus_v1,Replenishment,DC-Shanghai-CN,2025-W26,NK-SPORTS-BRA-INDY-M,4283,2439,2255,2028,0,2181,4718,4283
SUP-China-SHH,Baseline_v2,Replenishment,DC-Memphis-TN,2025-W36,NK-KD-15-GLD-11,4461,2352,2526,1935,332,2013,5000,4793
SUP-Mexico-MTY,Baseline_v1,Safety-Stock-Build,DC-Dubai-UAE,2025-W45,NK-REACT-INF-RD-11,761,604,474,287,9,288,866,770
SUP-China-SHH,Baseline_v1,Make-to-Order,DC-Tokyo-JP,2025-W44,NK-SHORT-DRI-NVY-L,1802,1245,1383,419,12,1079,1906,1814
SUP-Vietnam-HCM,Consensus_v1,Seasonal-Build,DC-Portland-OR,2025-W15,NK-REACT-INF-RD-11,1454,1154,907,547,35,598,1722,1489
SUP-Bangladesh-DAC,Consensus_v1,Seasonal-Build,DC-Dubai-UAE,2025-W39,NK-JACKET-WIND-RED-XL,4248,2045,3386,862,291,2563,4799,4539
SUP-Mexico-MTY,Consensus_v1,Seasonal-Build,DC-Dubai-UAE,2025-W26,NK-AIR-MAX-270-BLK-10,1615,655,949,666,45,771,1737,1660
SUP-China-SHH,OP_Plan_2025,Replenishment,DC-Shanghai-CN,2025-W37,NK-LEBRON-20-BLK-12,3953,1827,2596,1357,193,1360,4399,4146
SUP-India-CHN,OP_Plan_2025,Replenishment,DC-Portland-OR,2025-W52,NK-AIR-FORCE-1-WHT-9,3867,1574,3378,489,33,2396,4581,3900
SUP-Bangladesh-DAC,Baseline_v2,Seasonal-Build,DC-Laakdal-BE,2025-W06,NK-BACKPACK-BRSLA-BLK,4972,3093,2824,2148,157,2335,5451,5129
SUP-Indonesia-JKT,OP_Plan_2025,Safety-Stock-Build,DC-Tokyo-JP,2025-W21,NK-CAP-LEGACY-WHT,3061,2345,1883,1178,56,1716,3541,3117
SUP-Cambodia-PNH,Baseline_v2,Make-to-Order,DC-Portland-OR,2025-W27,NK-ZOOM-PEGA-GRY-10,1464,794,827,637,71,904,1682,1535
SUP-India-CHN,Baseline_v1,Make-to-Order,DC-Sao-Paulo-BR,2025-W28,NK-SHORT-DRI-NVY-L,2080,1349,1845,235,19,948,2310,2099
SUP-China-GZH,Consensus_v2,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W46,NK-METCON-8-GRY-10,4460,2623,3796,664,261,2540,5221,4721
SUP-Indonesia-JKT,Consensus_v2,Make-to-Order,DC-Sao-Paulo-BR,2025-W04,NK-JORDAN-1-WHT-10,754,593,666,88,26,246,810,780
SUP-Indonesia-JKT,Consensus_v2,Seasonal-Build,DC-Tokyo-JP,2025-W11,NK-JORDAN-1-WHT-10,1018,772,776,242,89,503,1151,1107
SUP-Bangladesh-DAC,Consensus_v1,Seasonal-Build,DC-Memphis-TN,2025-W44,NK-AIR-MAX-90-NVY-8,4772,2756,2719,2053,94,1967,5725,4866
SUP-Vietnam-HCM,Baseline_v2,Make-to-Stock,DC-Portland-OR,2025-W05,NK-JACKET-WIND-RED-XL,1611,783,907,704,50,551,1696,1661
SUP-China-GZH,Consensus_v1,Seasonal-Build,DC-Portland-OR,2025-W09,NK-BACKPACK-BRSLA-BLK,3419,2526,1722,1697,137,2266,3969,3556
SUP-China-SHH,Baseline_v1,Replenishment,DC-Portland-OR,2025-W10,NK-SPORTS-BRA-INDY-M,2698,1786,1800,898,192,1738,2895,2890
SUP-Bangladesh-DAC,Consensus_v2,Make-to-Order,DC-Laakdal-BE,2025-W29,NK-JACKET-WIND-RED-XL,1974,1049,1321,653,112,1305,2189,2086
SUP-China-SHH,Baseline_v2,Seasonal-Build,DC-Portland-OR,2025-W26,NK-LEBRON-20-BLK-12,3291,1450,2757,534,191,2285,3769,3482
SUP-China-GZH,Consensus_v1,Replenishment,DC-Laakdal-BE,2025-W10,NK-JACKET-WIND-RED-XL,2266,1329,1350,916,202,1171,2711,2468
SUP-Vietnam-HCM,Baseline_v2,Seasonal-Build,DC-Sao-Paulo-BR,2025-W01,NK-METCON-8-GRY-10,4458,2421,2904,1554,186,2312,5051,4644
SUP-China-SHH,Consensus_v2,Make-to-Order,DC-Memphis-TN,2025-W45,NK-AIR-FORCE-1-WHT-9,3325,2351,2940,385,166,1146,3711,3491
SUP-Bangladesh-DAC,OP_Plan_2025,Make-to-Order,DC-Dubai-UAE,2025-W19,NK-DUNK-LOW-GRN-9,2281,1288,1172,1109,113,1189,2586,2394
SUP-Vietnam-HCM,Consensus_v2,Replenishment,DC-Tokyo-JP,2025-W23,NK-SPORTS-BRA-INDY-M,2659,1644,1365,1294,45,1329,3028,2704
SUP-Bangladesh-DAC,OP_Plan_2025,Make-to-Order,DC-Portland-OR,2025-W44,NK-DUNK-LOW-GRN-9,4994,3969,4258,736,197,2869,5555,5191
SUP-China-SHH,Consensus_v2,Safety-Stock-Build,DC-Laakdal-BE,2025-W17,NK-JORDAN-1-WHT-10,3359,1698,1695,1664,174,1821,4012,3533
SUP-Cambodia-PNH,Consensus_v1,Seasonal-Build,DC-Memphis-TN,2025-W44,NK-AIR-FORCE-1-WHT-9,4176,2209,2484,1692,109,2095,4850,4285
SUP-India-CHN,Baseline_v1,Safety-Stock-Build,DC-Portland-OR,2025-W24,NK-AIR-FORCE-1-WHT-9,3387,1932,2898,489,286,1727,3907,3673
SUP-Mexico-MTY,Baseline_v2,Safety-Stock-Build,DC-Laakdal-BE,2025-W13,NK-KD-15-GLD-11,1256,697,1062,194,90,579,1359,1346
SUP-China-GZH,OP_Plan_2025,Seasonal-Build,DC-Sao-Paulo-BR,2025-W28,NK-REACT-INF-RD-11,4070,2458,3626,444,114,2003,4547,4184
SUP-China-GZH,OP_Plan_2025,Replenishment,DC-Portland-OR,2025-W47,NK-LEGGING-EPIC-BLK-S,2210,1265,1152,1058,114,1109,2370,2324
SUP-China-SHH,Baseline_v1,Seasonal-Build,DC-Dubai-UAE,2025-W28,NK-SPORTS-BRA-INDY-M,3126,1496,1877,1249,54,2135,3683,3180
SUP-India-CHN,Consensus_v1,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W06,NK-SOCK-PERF-3PK-L,989,713,807,182,12,454,1063,1001
SUP-Indonesia-JKT,OP_Plan_2025,Seasonal-Build,DC-Tokyo-JP,2025-W19,NK-JACKET-WIND-RED-XL,4873,2398,3942,931,165,1740,5743,5038
SUP-Vietnam-HCM,Baseline_v2,Safety-Stock-Build,DC-Shanghai-CN,2025-W48,NK-AIR-FORCE-1-WHT-9,2464,1474,1953,511,21,1397,2918,2485
SUP-Cambodia-PNH,Baseline_v2,Safety-Stock-Build,DC-Dubai-UAE,2025-W14,NK-AIR-MAX-90-NVY-8,2601,1543,1464,1137,198,1292,2863,2799
SUP-China-SHH,Baseline_v1,Make-to-Stock,DC-Shanghai-CN,2025-W20,NK-JACKET-WIND-RED-XL,2705,1250,2073,632,163,905,2855,2868
SUP-Mexico-MTY,Baseline_v2,Replenishment,DC-Tokyo-JP,2025-W06,NK-AIR-MAX-270-BLK-10,1914,1207,1219,695,16,1334,2046,1930
SUP-Mexico-MTY,OP_Plan_2025,Seasonal-Build,DC-Dubai-UAE,2025-W49,NK-JORDAN-1-WHT-10,3000,1273,2286,714,2,1835,3449,3002
SUP-China-GZH,Baseline_v2,Make-to-Order,DC-Dubai-UAE,2025-W32,NK-DUNK-LOW-GRN-9,2952,2188,1761,1191,258,908,3423,3210
SUP-Cambodia-PNH,OP_Plan_2025,Replenishment,DC-Sao-Paulo-BR,2025-W28,NK-SHORT-DRI-NVY-L,4616,2714,2361,2255,318,2274,4932,4934
SUP-Bangladesh-DAC,OP_Plan_2025,Replenishment,DC-Shanghai-CN,2025-W29,NK-CAP-LEGACY-WHT,3185,1918,2633,552,274,1739,3350,3459
SUP-China-GZH,Baseline_v2,Seasonal-Build,DC-Dubai-UAE,2025-W49,NK-TEE-PRO-BLK-M,4602,2087,3537,1065,2,3082,4909,4604
SUP-China-SHH,Baseline_v1,Safety-Stock-Build,DC-Shanghai-CN,2025-W30,NK-AIR-FORCE-1-WHT-9,2325,961,1459,866,188,1338,2694,2513
SUP-Vietnam-HCM,OP_Plan_2025,Safety-Stock-Build,DC-Portland-OR,2025-W02,NK-TEE-PRO-BLK-M,1038,767,642,396,62,520,1097,1100
SUP-China-SHH,Baseline_v1,Make-to-Order,DC-Memphis-TN,2025-W02,NK-KD-15-GLD-11,1824,744,1177,647,96,1183,2103,1920
SUP-China-SHH,Baseline_v1,Seasonal-Build,DC-Laakdal-BE,2025-W44,NK-SOCK-PERF-3PK-L,333,240,169,164,27,119,398,360
SUP-Bangladesh-DAC,Baseline_v1,Safety-Stock-Build,DC-Laakdal-BE,2025-W12,NK-TEE-PRO-BLK-M,4338,3191,3302,1036,217,2553,4558,4555
SUP-India-CHN,Baseline_v1,Make-to-Order,DC-Shanghai-CN,2025-W15,NK-ZOOM-PEGA-GRY-10,1291,604,990,301,78,719,1372,1369
SUP-Cambodia-PNH,OP_Plan_2025,Safety-Stock-Build,DC-Memphis-TN,2025-W20,NK-AIR-MAX-270-BLK-10,2072,1544,1806,266,62,1337,2418,2134
SUP-Indonesia-JKT,OP_Plan_2025,Make-to-Order,DC-Memphis-TN,2025-W23,NK-JACKET-WIND-RED-XL,1517,1106,761,756,85,660,1666,1602
SUP-Cambodia-PNH,Consensus_v1,Make-to-Stock,DC-Shanghai-CN,2025-W29,NK-JACKET-WIND-RED-XL,2693,1562,1359,1334,149,1520,3066,2842
SUP-Cambodia-PNH,Consensus_v2,Seasonal-Build,DC-Laakdal-BE,2025-W09,NK-SOCK-PERF-3PK-L,1519,655,1020,499,84,655,1759,1603
SUP-India-CHN,Baseline_v1,Replenishment,DC-Portland-OR,2025-W29,NK-LEGGING-EPIC-BLK-S,2386,1538,1549,837,167,1513,2751,2553
SUP-Mexico-MTY,OP_Plan_2025,Safety-Stock-Build,DC-Memphis-TN,2025-W32,NK-AIR-MAX-90-NVY-8,3463,2159,2597,866,33,2357,4046,3496
SUP-Vietnam-HCM,Consensus_v2,Make-to-Stock,DC-Laakdal-BE,2025-W05,NK-AIR-MAX-270-BLK-10,397,198,308,89,33,207,448,430
SUP-China-GZH,Baseline_v1,Replenishment,DC-Sao-Paulo-BR,2025-W10,NK-LEGGING-EPIC-BLK-S,1575,861,840,735,8,632,1671,1583
SUP-Mexico-MTY,OP_Plan_2025,Make-to-Order,DC-Shanghai-CN,2025-W26,NK-LEGGING-EPIC-BLK-S,4015,1787,2864,1151,40,2605,4521,4055
SUP-Indonesia-JKT,Baseline_v1,Seasonal-Build,DC-Dubai-UAE,2025-W18,NK-AIR-FORCE-1-WHT-9,4199,2442,3308,891,45,2680,4872,4244
SUP-Mexico-MTY,Baseline_v2,Replenishment,DC-Memphis-TN,2025-W14,NK-KD-15-GLD-11,2201,1464,1531,670,113,1040,2638,2314
SUP-Cambodia-PNH,OP_Plan_2025,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W06,NK-AIR-FORCE-1-WHT-9,2962,2311,2498,464,67,1149,3199,3029
SUP-China-GZH,Consensus_v1,Make-to-Order,DC-Shanghai-CN,2025-W23,NK-JACKET-WIND-RED-XL,1525,1177,984,541,130,619,1718,1655
SUP-Indonesia-JKT,OP_Plan_2025,Seasonal-Build,DC-Portland-OR,2025-W13,NK-AIR-MAX-90-NVY-8,3668,1767,2329,1339,172,1585,4266,3840
SUP-Mexico-MTY,OP_Plan_2025,Make-to-Stock,DC-Shanghai-CN,2025-W23,NK-ZOOM-PEGA-GRY-10,4051,1687,2639,1412,14,1380,4618,4065
SUP-Mexico-MTY,Baseline_v1,Seasonal-Build,DC-Portland-OR,2025-W06,NK-AIR-MAX-90-NVY-8,3903,2377,2198,1705,48,1464,4303,3951
SUP-China-GZH,Consensus_v2,Replenishment,DC-Laakdal-BE,2025-W08,NK-METCON-8-GRY-10,2566,1299,2005,561,205,1015,2710,2771
SUP-China-GZH,Baseline_v2,Replenishment,DC-Memphis-TN,2025-W20,NK-BACKPACK-BRSLA-BLK,1402,783,941,461,123,959,1659,1525
SUP-Indonesia-JKT,Baseline_v2,Seasonal-Build,DC-Laakdal-BE,2025-W18,NK-KD-15-GLD-11,1374,959,973,401,36,839,1556,1410
SUP-Cambodia-PNH,Baseline_v1,Seasonal-Build,DC-Tokyo-JP,2025-W02,NK-AIR-FORCE-1-WHT-9,2143,1027,1895,248,109,1272,2382,2252
SUP-India-CHN,Baseline_v2,Seasonal-Build,DC-Portland-OR,2025-W49,NK-AIR-MAX-90-NVY-8,3965,1879,2988,977,324,2205,4347,4289
SUP-Indonesia-JKT,Baseline_v1,Replenishment,DC-Laakdal-BE,2025-W08,NK-AIR-MAX-270-BLK-10,2873,1273,2509,364,95,1113,3230,2968
SUP-China-SHH,Consensus_v1,Seasonal-Build,DC-Memphis-TN,2025-W15,NK-LEGGING-EPIC-BLK-S,833,421,562,271,2,506,952,835
SUP-Mexico-MTY,Baseline_v2,Make-to-Stock,DC-Dubai-UAE,2025-W51,NK-TEE-PRO-BLK-M,4686,1890,2432,2254,89,1719,5047,4775
SUP-China-SHH,Baseline_v1,Replenishment,DC-Shanghai-CN,2025-W52,NK-SOCK-PERF-3PK-L,200,156,165,35,18,61,238,218
SUP-China-GZH,Baseline_v1,Seasonal-Build,DC-Dubai-UAE,2025-W50,NK-REACT-INF-RD-11,3457,2171,3036,421,153,1865,3876,3610
SUP-China-GZH,Consensus_v1,Replenishment,DC-Dubai-UAE,2025-W24,NK-REACT-INF-RD-11,3497,2506,2564,933,317,2366,3705,3814
SUP-Mexico-MTY,Consensus_v2,Replenishment,DC-Laakdal-BE,2025-W43,NK-METCON-8-GRY-10,4571,3376,2518,2053,42,2448,5164,4613
SUP-Cambodia-PNH,Consensus_v1,Make-to-Order,DC-Laakdal-BE,2025-W40,NK-FREE-RN-5-BLU-9,2699,1563,1625,1074,32,916,3140,2731
SUP-Cambodia-PNH,Consensus_v2,Seasonal-Build,DC-Dubai-UAE,2025-W18,NK-SHORT-DRI-NVY-L,3200,1713,1761,1439,132,978,3763,3332
SUP-India-CHN,Consensus_v1,Make-to-Order,DC-Shanghai-CN,2025-W38,NK-LEGGING-EPIC-BLK-S,1489,913,1240,249,59,873,1759,1548
SUP-Mexico-MTY,Baseline_v1,Replenishment,DC-Laakdal-BE,2025-W48,NK-AIR-MAX-90-NVY-8,4949,2499,2978,1971,382,2345,5442,5331
SUP-Bangladesh-DAC,OP_Plan_2025,Make-to-Stock,DC-Shanghai-CN,2025-W36,NK-SOCK-PERF-3PK-L,4795,2528,2818,1977,324,2893,5196,5119
SUP-Vietnam-HCM,Baseline_v2,Make-to-Stock,DC-Shanghai-CN,2025-W29,NK-SHORT-DRI-NVY-L,2797,1145,1487,1310,116,1894,3239,2913
SUP-Vietnam-HCM,OP_Plan_2025,Make-to-Stock,DC-Tokyo-JP,2025-W06,NK-FREE-RN-5-BLU-9,3124,1833,2344,780,248,2148,3499,3372
SUP-Mexico-MTY,OP_Plan_2025,Make-to-Order,DC-Memphis-TN,2025-W12,NK-BACKPACK-BRSLA-BLK,2797,1217,1428,1369,221,1128,3079,3018
SUP-Mexico-MTY,OP_Plan_2025,Replenishment,DC-Sao-Paulo-BR,2025-W17,NK-KD-15-GLD-11,2106,1068,1345,761,150,1099,2496,2256
SUP-China-GZH,Baseline_v1,Replenishment,DC-Sao-Paulo-BR,2025-W50,NK-SHORT-DRI-NVY-L,3312,2285,1933,1379,293,1809,3690,3605
SUP-India-CHN,OP_Plan_2025,Seasonal-Build,DC-Shanghai-CN,2025-W06,NK-AIR-FORCE-1-WHT-9,4542,2435,2956,1586,411,2325,4862,4953
SUP-Mexico-MTY,Consensus_v1,Replenishment,DC-Shanghai-CN,2025-W32,NK-AIR-MAX-270-BLK-10,3537,1901,2750,787,312,1729,3917,3849
SUP-Indonesia-JKT,Consensus_v2,Seasonal-Build,DC-Memphis-TN,2025-W09,NK-METCON-8-GRY-10,1758,981,1164,594,98,688,2062,1856
SUP-Mexico-MTY,Consensus_v2,Safety-Stock-Build,DC-Laakdal-BE,2025-W50,NK-JACKET-WIND-RED-XL,1062,737,611,451,12,550,1228,1074
SUP-Mexico-MTY,OP_Plan_2025,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W26,NK-METCON-8-GRY-10,4083,2033,3046,1037,180,2258,4815,4263
SUP-Cambodia-PNH,Baseline_v1,Make-to-Order,DC-Sao-Paulo-BR,2025-W52,NK-LEBRON-20-BLK-12,3537,1994,3008,529,105,1077,3873,3642
SUP-Cambodia-PNH,Baseline_v1,Replenishment,DC-Dubai-UAE,2025-W39,NK-BACKPACK-BRSLA-BLK,4579,2318,3135,1444,251,3112,5493,4830
SUP-Cambodia-PNH,Baseline_v2,Make-to-Stock,DC-Dubai-UAE,2025-W30,NK-BACKPACK-BRSLA-BLK,819,500,539,280,14,521,861,833
SUP-Indonesia-JKT,OP_Plan_2025,Seasonal-Build,DC-Tokyo-JP,2025-W03,NK-AIR-FORCE-1-WHT-9,2767,1326,1946,821,43,1572,3218,2810
SUP-Vietnam-HCM,OP_Plan_2025,Make-to-Stock,DC-Tokyo-JP,2025-W21,NK-SOCK-PERF-3PK-L,1469,897,1038,431,135,763,1670,1604
SUP-Vietnam-HCM,OP_Plan_2025,Seasonal-Build,DC-Shanghai-CN,2025-W48,NK-SOCK-PERF-3PK-L,2275,1664,1886,389,42,1320,2487,2317
SUP-China-SHH,Baseline_v1,Make-to-Order,DC-Memphis-TN,2025-W14,NK-SPORTS-BRA-INDY-M,2390,1324,1877,513,16,1646,2514,2406
SUP-Indonesia-JKT,Baseline_v1,Seasonal-Build,DC-Laakdal-BE,2025-W17,NK-AIR-MAX-270-BLK-10,4004,3023,2455,1549,175,1769,4247,4179
SUP-Vietnam-HCM,Consensus_v1,Seasonal-Build,DC-Shanghai-CN,2025-W05,NK-TEE-PRO-BLK-M,1840,1239,934,906,135,910,2156,1975
SUP-Mexico-MTY,OP_Plan_2025,Replenishment,DC-Portland-OR,2025-W09,NK-CAP-LEGACY-WHT,1928,1129,1496,432,170,738,2289,2098
SUP-Cambodia-PNH,Baseline_v1,Safety-Stock-Build,DC-Tokyo-JP,2025-W40,NK-ZOOM-PEGA-GRY-10,708,314,436,272,43,440,838,751
SUP-Cambodia-PNH,Baseline_v2,Replenishment,DC-Sao-Paulo-BR,2025-W21,NK-KD-15-GLD-11,2606,1087,1666,940,46,1456,2917,2652
SUP-Cambodia-PNH,Baseline_v2,Make-to-Stock,DC-Dubai-UAE,2025-W03,NK-AIR-MAX-90-NVY-8,2679,1860,1936,743,248,1208,2999,2927
SUP-China-SHH,Baseline_v2,Seasonal-Build,DC-Memphis-TN,2025-W17,NK-SPORTS-BRA-INDY-M,495,387,275,220,15,311,535,510
SUP-China-SHH,Consensus_v2,Safety-Stock-Build,DC-Memphis-TN,2025-W37,NK-AIR-FORCE-1-WHT-9,1747,1125,1529,218,117,576,1955,1864
SUP-Vietnam-HCM,Baseline_v1,Replenishment,DC-Tokyo-JP,2025-W19,NK-ZOOM-PEGA-GRY-10,575,444,371,204,48,268,641,623
SUP-Bangladesh-DAC,Baseline_v2,Make-to-Order,DC-Shanghai-CN,2025-W40,NK-LEGGING-EPIC-BLK-S,1860,1002,1278,582,62,637,1993,1922
SUP-Indonesia-JKT,Consensus_v2,Make-to-Order,DC-Tokyo-JP,2025-W50,NK-JACKET-WIND-RED-XL,755,587,598,157,48,421,886,803
SUP-Indonesia-JKT,Baseline_v2,Safety-Stock-Build,DC-Portland-OR,2025-W15,NK-CAP-LEGACY-WHT,4225,2673,2532,1693,279,2467,4443,4504
SUP-Cambodia-PNH,Baseline_v1,Make-to-Order,DC-Laakdal-BE,2025-W21,NK-SOCK-PERF-3PK-L,4384,2026,2554,1830,301,1933,5072,4685
SUP-Bangladesh-DAC,Consensus_v2,Seasonal-Build,DC-Memphis-TN,2025-W02,NK-KD-15-GLD-11,2828,1294,1565,1263,266,1758,3046,3094
SUP-Indonesia-JKT,Consensus_v1,Seasonal-Build,DC-Shanghai-CN,2025-W09,NK-ZOOM-PEGA-GRY-10,1278,882,1000,278,19,851,1354,1297
SUP-China-GZH,Consensus_v2,Make-to-Order,DC-Sao-Paulo-BR,2025-W08,NK-BACKPACK-BRSLA-BLK,3907,1829,2022,1885,255,2381,4579,4162
SUP-Bangladesh-DAC,Baseline_v2,Make-to-Stock,DC-Sao-Paulo-BR,2025-W21,NK-JACKET-WIND-RED-XL,2444,1372,1661,783,237,1564,2825,2681
SUP-Vietnam-HCM,Consensus_v1,Safety-Stock-Build,DC-Tokyo-JP,2025-W40,NK-LEGGING-EPIC-BLK-S,2460,1887,1610,850,138,1528,2740,2598
SUP-Bangladesh-DAC,OP_Plan_2025,Make-to-Order,DC-Laakdal-BE,2025-W40,NK-CAP-LEGACY-WHT,4248,2868,2625,1623,388,1742,4970,4636
SUP-Cambodia-PNH,Consensus_v1,Make-to-Stock,DC-Tokyo-JP,2025-W07,NK-AIR-MAX-90-NVY-8,4000,1909,3068,932,37,2012,4297,4037
SUP-Indonesia-JKT,OP_Plan_2025,Safety-Stock-Build,DC-Sao-Paulo-BR,2025-W03,NK-AIR-FORCE-1-WHT-9,1579,733,946,633,35,801,1791,1614
SUP-Indonesia-JKT,OP_Plan_2025,Safety-Stock-Build,DC-Laakdal-BE,2025-W33,NK-LEGGING-EPIC-BLK-S,1498,839,1270,228,53,809,1599,1551
SUP-Cambodia-PNH,Consensus_v2,Replenishment,DC-Sao-Paulo-BR,2025-W20,NK-CAP-LEGACY-WHT,2385,1619,1562,823,38,1095,2711,2423
SUP-Indonesia-JKT,Baseline_v2,Replenishment,DC-Portland-OR,2025-W26,NK-BACKPACK-BRSLA-BLK,1763,1214,934,829,161,543,2105,1924
