Version.[Version Name],Location.[Location],Item.[Item],12W Accuracy,12W MAPE,4W Accuracy,4W MAPE,8W Accuracy,8W MAPE
OP_Plan_2025,DC-Dubai-UAE,NK-ZOOM-PEGA-BLU-11,67.32%,45.56%,92.92%,8.57%,76.48%,39.33%
Consensus_v2,DC-Dubai-UAE,NK-CORTEZ-OGR-10,77.50%,35.03%,88.88%,17.75%,83.24%,21.39%
Baseline_v1,DC-Tokyo-JP,NK-CORTEZ-NVY-10,79.27%,26.01%,90.47%,13.57%,72.09%,35.09%
OP_Plan_2025,DC-Shanghai-CN,NK-AIR-FORCE-WHT-10,74.71%,42.92%,81.33%,30.02%,63.74%,56.42%
OP_Plan_2025,DC-Laakdal-BE,NK-CORTEZ-RED-11,52.53%,60.00%,94.20%,9.33%,82.59%,23.95%
OP_Plan_2025,DC-Dubai-UAE,NK-AIR-MAX-GLD-7,58.59%,60.00%,78.31%,31.14%,72.08%,38.31%
Baseline_v1,DC-Portland-OR,NK-VAPORFLY-GRY-7,74.59%,43.99%,75.97%,33.80%,63.60%,49.58%
Consensus_v2,DC-Johannesburg-ZA,NK-KD-GLD-13,59.91%,51.60%,75.17%,41.35%,82.74%,26.29%
Baseline_v2,DC-Tokyo-JP,NK-REACT-BLU-7,66.66%,53.12%,89.03%,16.74%,75.77%,34.13%
Consensus_v2,DC-Portland-OR,NK-REACT-OGR-11,58.00%,60.00%,75.56%,35.95%,72.61%,44.17%
Baseline_v2,DC-Laakdal-BE,NK-ALPHAFLY-GLD-7,62.62%,60.00%,79.57%,29.70%,76.86%,40.30%
Consensus_v2,DC-Shanghai-CN,NK-JORDAN-BLU-7,66.08%,57.97%,72.34%,35.86%,87.90%,15.83%
OP_Plan_2025,DC-Portland-OR,NK-AIR-MAX-BLU-9,64.95%,47.11%,90.39%,13.52%,68.75%,45.57%
Baseline_v2,DC-Laakdal-BE,NK-AIR-MAX-BLU-8,64.62%,55.32%,81.41%,25.53%,83.03%,28.51%
Baseline_v2,DC-Shanghai-CN,NK-DUNK-GRN-10,79.67%,31.57%,84.57%,23.64%,74.91%,34.72%
Consensus_v2,DC-Sao-Paulo-BR,NK-ALPHAFLY-GLD-12,61.89%,56.00%,76.53%,33.98%,67.92%,49.73%
Baseline_v2,DC-Laakdal-BE,NK-REACT-NVY-13,51.14%,60.00%,75.58%,42.20%,73.28%,38.68%
Consensus_v1,DC-Sao-Paulo-BR,NK-HUARACHE-RED-13,66.40%,51.33%,87.04%,15.75%,63.65%,48.44%
OP_Plan_2025,DC-Laakdal-BE,NK-JORDAN-GRY-8,54.60%,54.73%,79.49%,26.38%,80.46%,29.71%
Baseline_v2,DC-Portland-OR,NK-HUARACHE-GLD-10,70.75%,40.53%,92.28%,11.09%,79.85%,29.22%
Consensus_v2,DC-Shanghai-CN,NK-METCON-BLK-12,62.04%,46.99%,90.19%,11.85%,69.62%,36.56%
OP_Plan_2025,DC-Laakdal-BE,NK-KD-WHT-11,70.74%,48.25%,82.57%,24.58%,78.32%,36.23%
OP_Plan_2025,DC-Laakdal-BE,NK-HUARACHE-GRY-9,59.26%,60.00%,83.57%,20.38%,80.81%,32.30%
OP_Plan_2025,DC-Memphis-TN,NK-HOODIE-CLUB-RED-L,78.82%,35.88%,91.47%,10.56%,62.82%,50.38%
Baseline_v2,DC-Shanghai-CN,NK-JORDAN-GRY-8,71.30%,38.12%,88.71%,19.93%,83.64%,25.76%
Consensus_v2,DC-Memphis-TN,NK-LEGGING-EPIC-RED-XL,62.35%,60.00%,76.05%,39.42%,68.55%,46.30%
OP_Plan_2025,DC-Laakdal-BE,NK-BLAZER-NVY-8,59.03%,54.90%,74.78%,36.71%,69.48%,39.56%
OP_Plan_2025,DC-Johannesburg-ZA,NK-DUNK-NVY-13,53.23%,60.00%,83.61%,21.14%,64.70%,44.98%
OP_Plan_2025,DC-Dubai-UAE,NK-ALPHAFLY-GRY-13,62.32%,60.00%,89.88%,17.20%,71.39%,37.99%
Baseline_v1,DC-Portland-OR,NK-REACT-OGR-11,50.84%,60.00%,77.82%,29.92%,77.35%,28.13%
Baseline_v2,DC-Tokyo-JP,NK-HUARACHE-RED-11,80.33%,25.10%,77.86%,30.07%,76.46%,34.06%
OP_Plan_2025,DC-Laakdal-BE,NK-HUARACHE-NVY-9,60.22%,51.63%,78.41%,35.91%,71.13%,48.71%
Baseline_v1,DC-Johannesburg-ZA,NK-METCON-BLU-10,71.38%,49.72%,82.85%,25.68%,81.04%,23.75%
Baseline_v2,DC-Tokyo-JP,NK-ALPHAFLY-PPL-9,66.01%,50.65%,86.43%,19.18%,70.41%,35.92%
OP_Plan_2025,DC-Portland-OR,NK-AIR-FORCE-RED-12,74.09%,35.48%,83.33%,23.39%,65.82%,52.34%
Consensus_v2,DC-Shanghai-CN,NK-METCON-GRN-12,61.08%,60.00%,74.83%,33.27%,72.45%,47.04%
Baseline_v2,DC-Johannesburg-ZA,NK-KD-BLK-7,70.07%,41.32%,89.47%,14.62%,73.95%,34.96%
Baseline_v2,DC-Sao-Paulo-BR,NK-ZOOM-PEGA-NVY-7,70.97%,34.98%,84.29%,26.79%,77.17%,28.24%
Baseline_v2,DC-Shanghai-CN,NK-BLAZER-GRY-10,51.57%,60.00%,72.96%,40.60%,77.19%,39.97%
OP_Plan_2025,DC-Memphis-TN,NK-AIR-MAX-BLU-7,66.38%,60.00%,72.19%,34.75%,65.28%,45.53%
OP_Plan_2025,DC-Laakdal-BE,NK-ALPHAFLY-GLD-9,64.10%,60.00%,84.09%,23.84%,65.75%,60.00%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-CORTEZ-GRY-7,76.37%,38.61%,82.45%,23.58%,83.72%,27.19%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-METCON-RED-9,54.29%,60.00%,85.01%,23.83%,71.11%,50.57%
Baseline_v1,DC-Portland-OR,NK-TEE-PRO-BLK-L,76.16%,41.96%,75.54%,41.00%,85.79%,18.50%
Consensus_v2,DC-Dubai-UAE,NK-HUARACHE-GRN-11,72.34%,38.35%,79.35%,34.82%,79.93%,32.81%
Baseline_v1,DC-Sao-Paulo-BR,NK-AIR-MAX-GRY-7,66.09%,41.75%,76.02%,40.99%,69.75%,47.16%
Consensus_v1,DC-Dubai-UAE,NK-LEBRON-GRY-11,74.17%,40.39%,93.70%,8.94%,85.73%,23.81%
Baseline_v1,DC-Portland-OR,NK-AIR-MAX-NVY-8,50.89%,60.00%,74.57%,32.77%,73.13%,35.40%
Baseline_v1,DC-Dubai-UAE,NK-FREE-RN-PPL-12,76.85%,36.84%,85.89%,23.16%,64.87%,60.00%
Consensus_v2,DC-Sao-Paulo-BR,NK-REACT-WHT-10,81.36%,26.77%,85.67%,22.30%,66.27%,42.98%
Consensus_v2,DC-Sao-Paulo-BR,NK-JORDAN-WHT-10,71.97%,39.80%,76.74%,29.97%,82.72%,21.39%
Baseline_v2,DC-Shanghai-CN,NK-DUNK-BLU-13,76.41%,42.28%,79.23%,35.02%,68.92%,41.31%
Baseline_v2,DC-Dubai-UAE,NK-FREE-RN-GRY-7,60.85%,54.55%,78.31%,36.75%,62.14%,58.26%
OP_Plan_2025,DC-Portland-OR,NK-LEBRON-GRY-10,70.43%,47.10%,76.93%,32.41%,82.41%,23.14%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-KD-BLK-10,52.14%,60.00%,87.22%,19.88%,81.14%,29.09%
Consensus_v2,DC-Tokyo-JP,NK-FREE-RN-RED-7,70.65%,47.32%,81.06%,25.74%,66.37%,54.35%
Consensus_v1,DC-Shanghai-CN,NK-BLAZER-OGR-12,61.95%,60.00%,89.47%,17.52%,73.85%,40.99%
Consensus_v2,DC-Tokyo-JP,NK-AIR-FORCE-BLK-8,67.88%,50.59%,83.79%,23.91%,78.70%,34.25%
Baseline_v1,DC-Sao-Paulo-BR,NK-JORDAN-BLU-7,66.81%,54.26%,94.49%,6.97%,86.23%,24.07%
Baseline_v1,DC-Portland-OR,NK-DUNK-BLU-13,53.79%,60.00%,84.86%,23.00%,72.46%,35.72%
Baseline_v2,DC-Laakdal-BE,NK-DUNK-GRN-8,69.16%,42.43%,93.03%,8.74%,82.03%,28.21%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-FREE-RN-RED-9,75.85%,34.31%,84.27%,19.83%,84.69%,23.04%
Baseline_v1,DC-Dubai-UAE,NK-SPORTS-BRA-INDY-NVY-L,73.03%,34.11%,88.33%,16.55%,83.67%,24.05%
Baseline_v1,DC-Laakdal-BE,NK-METCON-NVY-12,63.59%,52.80%,86.58%,24.02%,65.59%,50.16%
Baseline_v1,DC-Tokyo-JP,NK-METCON-BLU-10,59.85%,50.87%,83.90%,23.50%,87.78%,21.46%
Baseline_v2,DC-Dubai-UAE,NK-AIR-FORCE-OGR-10,75.98%,39.52%,88.36%,16.04%,77.11%,40.44%
Consensus_v1,DC-Johannesburg-ZA,NK-JORDAN-BLU-8,66.46%,42.39%,93.40%,9.37%,84.30%,21.35%
OP_Plan_2025,DC-Memphis-TN,NK-BLAZER-OGR-11,56.54%,60.00%,89.04%,18.31%,81.85%,29.66%
Consensus_v2,DC-Memphis-TN,NK-CORTEZ-GRY-12,75.68%,29.79%,82.15%,29.28%,78.25%,37.24%
Consensus_v2,DC-Memphis-TN,NK-HUARACHE-PPL-12,79.15%,35.21%,85.83%,24.43%,65.12%,51.30%
OP_Plan_2025,DC-Portland-OR,NK-AIR-FORCE-RED-10,61.23%,60.00%,84.02%,20.69%,65.24%,45.64%
Consensus_v1,DC-Johannesburg-ZA,NK-CAP-LEGACY-BLK,57.64%,51.89%,83.34%,22.65%,80.31%,33.11%
Baseline_v1,DC-Sao-Paulo-BR,NK-METCON-PPL-11,78.45%,31.91%,85.86%,25.32%,86.38%,23.39%
Baseline_v1,DC-Shanghai-CN,NK-KD-GRY-12,72.71%,48.31%,81.04%,33.70%,72.81%,42.43%
OP_Plan_2025,DC-Laakdal-BE,NK-METCON-GLD-7,75.47%,36.43%,87.86%,19.51%,68.56%,48.80%
Baseline_v1,DC-Tokyo-JP,NK-KD-GRY-11,70.25%,43.19%,84.28%,24.48%,62.82%,48.42%
Consensus_v2,DC-Laakdal-BE,NK-CORTEZ-WHT-10,76.19%,37.73%,91.19%,14.73%,66.82%,52.45%
Baseline_v1,DC-Shanghai-CN,NK-JORDAN-RED-8,70.41%,49.16%,85.91%,22.48%,72.45%,48.09%
OP_Plan_2025,DC-Johannesburg-ZA,NK-LEBRON-WHT-13,59.14%,55.67%,90.87%,15.63%,66.48%,45.68%
OP_Plan_2025,DC-Johannesburg-ZA,NK-FREE-RN-PPL-8,68.89%,54.78%,89.72%,16.16%,77.64%,34.16%
Consensus_v1,DC-Tokyo-JP,NK-DUNK-PPL-13,72.47%,44.95%,81.87%,26.19%,64.96%,56.26%
Consensus_v1,DC-Johannesburg-ZA,NK-JACKET-WIND-GRY-XL,75.91%,41.00%,90.73%,16.16%,62.41%,60.00%
Consensus_v1,DC-Portland-OR,NK-LEBRON-WHT-9,54.03%,60.00%,75.52%,36.80%,72.74%,47.05%
Baseline_v1,DC-Tokyo-JP,NK-VAPORFLY-RED-10,57.73%,60.00%,75.73%,39.34%,86.10%,19.81%
OP_Plan_2025,DC-Shanghai-CN,NK-TEE-PRO-NVY-L,79.15%,35.62%,81.25%,22.76%,70.56%,44.80%
Consensus_v2,DC-Laakdal-BE,NK-VAPORFLY-GRY-8,79.68%,29.30%,85.55%,21.95%,68.93%,54.06%
Consensus_v2,DC-Laakdal-BE,NK-FREE-RN-NVY-11,73.50%,37.63%,82.95%,21.72%,86.13%,20.43%
OP_Plan_2025,DC-Dubai-UAE,NK-JORDAN-GLD-13,72.36%,44.85%,83.41%,26.77%,70.70%,47.38%
Consensus_v2,DC-Tokyo-JP,NK-KD-GRN-9,76.64%,33.66%,82.30%,23.24%,68.98%,47.16%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-JACKET-WIND-BLK-M,58.40%,56.28%,90.57%,15.61%,71.28%,51.51%
Baseline_v2,DC-Dubai-UAE,NK-JORDAN-PPL-7,59.49%,55.43%,87.81%,19.26%,83.08%,20.76%
Consensus_v2,DC-Johannesburg-ZA,NK-VAPORFLY-PPL-13,73.02%,37.81%,79.12%,31.59%,79.26%,29.64%
Baseline_v2,DC-Portland-OR,NK-METCON-GLD-9,73.09%,33.72%,72.55%,34.26%,72.87%,47.91%
Baseline_v2,DC-Portland-OR,NK-AIR-FORCE-NVY-12,75.45%,43.74%,86.80%,20.66%,74.15%,40.73%
Baseline_v1,DC-Sao-Paulo-BR,NK-DUNK-GRN-10,52.83%,57.35%,87.38%,19.92%,62.46%,57.23%
Baseline_v1,DC-Sao-Paulo-BR,NK-AIR-FORCE-WHT-13,58.08%,60.00%,91.47%,12.82%,81.45%,23.81%
Baseline_v1,DC-Johannesburg-ZA,NK-AIR-MAX-BLU-12,67.77%,40.61%,78.09%,30.89%,80.42%,27.82%
Consensus_v1,DC-Sao-Paulo-BR,NK-CORTEZ-BLK-7,64.80%,43.82%,77.75%,34.93%,74.97%,44.89%
Consensus_v2,DC-Tokyo-JP,NK-LEBRON-GRY-8,62.37%,49.93%,88.00%,19.91%,73.47%,43.24%
Baseline_v2,DC-Johannesburg-ZA,NK-METCON-BLU-7,76.99%,38.13%,79.14%,30.80%,79.52%,31.22%
Baseline_v1,DC-Memphis-TN,NK-VAPORFLY-BLU-8,63.01%,56.83%,85.90%,24.37%,70.44%,42.50%
Consensus_v1,DC-Portland-OR,NK-AIR-MAX-RED-10,73.52%,34.77%,88.22%,17.76%,77.23%,29.77%
Baseline_v2,DC-Johannesburg-ZA,NK-REACT-BLK-13,75.89%,32.48%,88.31%,14.37%,63.80%,60.00%
Consensus_v1,DC-Memphis-TN,NK-VAPORFLY-WHT-9,68.05%,50.87%,91.85%,10.18%,82.23%,26.58%
Consensus_v2,DC-Sao-Paulo-BR,NK-CORTEZ-OGR-7,62.03%,57.75%,78.85%,25.53%,69.82%,46.69%
Baseline_v1,DC-Dubai-UAE,NK-FREE-RN-OGR-11,73.03%,33.89%,87.29%,17.84%,63.83%,55.99%
Baseline_v1,DC-Sao-Paulo-BR,NK-HUARACHE-GLD-11,59.41%,60.00%,82.59%,25.99%,62.59%,60.00%
Baseline_v1,DC-Shanghai-CN,NK-FREE-RN-GRY-11,69.09%,38.70%,72.29%,34.85%,69.72%,37.32%
OP_Plan_2025,DC-Johannesburg-ZA,NK-JORDAN-WHT-7,54.53%,60.00%,79.02%,36.46%,78.68%,35.44%
Baseline_v2,DC-Shanghai-CN,NK-FREE-RN-BLU-13,59.13%,60.00%,85.41%,21.03%,86.68%,22.20%
OP_Plan_2025,DC-Shanghai-CN,NK-METCON-PPL-12,59.52%,55.77%,90.93%,11.92%,80.23%,27.17%
Consensus_v2,DC-Tokyo-JP,NK-KD-WHT-10,72.85%,33.71%,75.79%,31.22%,73.86%,37.41%
Consensus_v1,DC-Johannesburg-ZA,NK-FREE-RN-BLU-9,75.37%,42.68%,85.83%,21.79%,65.50%,44.52%
OP_Plan_2025,DC-Shanghai-CN,NK-AIR-MAX-WHT-13,60.93%,60.00%,77.89%,31.57%,84.65%,24.52%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-ALPHAFLY-WHT-13,73.09%,36.85%,82.27%,26.14%,68.73%,50.96%
Consensus_v1,DC-Portland-OR,NK-ZOOM-PEGA-WHT-7,79.38%,34.83%,82.70%,27.93%,84.98%,19.88%
Baseline_v1,DC-Dubai-UAE,NK-ALPHAFLY-WHT-13,50.25%,60.00%,80.59%,31.31%,79.45%,26.64%
OP_Plan_2025,DC-Portland-OR,NK-LEGGING-EPIC-GRY-XL,55.42%,60.00%,83.58%,25.99%,69.70%,49.28%
Consensus_v2,DC-Portland-OR,NK-LEGGING-EPIC-NVY-XL,53.04%,60.00%,76.82%,28.84%,74.08%,40.67%
Consensus_v1,DC-Tokyo-JP,NK-JORDAN-GRY-10,68.80%,38.59%,93.85%,8.04%,62.66%,45.69%
Baseline_v1,DC-Dubai-UAE,NK-BLAZER-BLU-7,65.02%,57.09%,73.75%,42.50%,78.22%,28.61%
Consensus_v2,DC-Shanghai-CN,NK-AIR-FORCE-GRY-10,52.39%,60.00%,79.41%,32.24%,86.42%,21.77%
Consensus_v1,DC-Johannesburg-ZA,NK-DUNK-GLD-12,54.98%,60.00%,75.96%,34.00%,80.97%,33.85%
Consensus_v2,DC-Shanghai-CN,NK-METCON-BLK-7,52.22%,60.00%,85.89%,22.60%,77.67%,27.76%
Consensus_v1,DC-Laakdal-BE,NK-REACT-BLK-11,80.54%,24.70%,74.47%,32.87%,62.87%,55.03%
Baseline_v2,DC-Tokyo-JP,NK-JORDAN-GRN-9,58.80%,60.00%,79.13%,36.72%,68.46%,50.01%
Baseline_v1,DC-Memphis-TN,NK-HUARACHE-OGR-13,62.13%,53.17%,91.15%,11.00%,79.96%,30.47%
Baseline_v2,DC-Memphis-TN,NK-ZOOM-PEGA-PPL-12,56.61%,60.00%,83.26%,23.21%,84.67%,19.83%
OP_Plan_2025,DC-Tokyo-JP,NK-REACT-GRY-13,67.52%,41.79%,89.08%,13.43%,67.75%,44.01%
Baseline_v1,DC-Dubai-UAE,NK-REACT-WHT-9,54.09%,60.00%,81.35%,26.36%,82.57%,26.26%
Consensus_v2,DC-Sao-Paulo-BR,NK-HUARACHE-NVY-7,56.00%,60.00%,75.53%,42.80%,63.67%,44.79%
Baseline_v2,DC-Johannesburg-ZA,NK-KD-GLD-13,50.72%,60.00%,77.24%,34.01%,71.32%,48.67%
Baseline_v2,DC-Portland-OR,NK-ALPHAFLY-NVY-10,77.53%,36.24%,77.66%,38.91%,64.71%,60.00%
Consensus_v1,DC-Laakdal-BE,NK-BLAZER-GLD-12,73.73%,37.61%,76.38%,34.61%,63.86%,51.82%
Baseline_v2,DC-Laakdal-BE,NK-METCON-GRN-8,76.99%,37.11%,81.82%,24.36%,87.86%,21.54%
Baseline_v1,DC-Johannesburg-ZA,NK-ALPHAFLY-GRN-13,50.69%,60.00%,76.58%,41.27%,62.48%,54.88%
OP_Plan_2025,DC-Tokyo-JP,NK-VAPORFLY-BLK-12,76.66%,41.84%,74.15%,38.90%,66.22%,48.98%
OP_Plan_2025,DC-Shanghai-CN,NK-AIR-MAX-OGR-13,79.50%,29.20%,83.76%,28.79%,74.44%,41.39%
Baseline_v1,DC-Dubai-UAE,NK-BLAZER-BLU-12,58.40%,50.90%,86.76%,22.38%,76.57%,31.71%
OP_Plan_2025,DC-Laakdal-BE,NK-ALPHAFLY-RED-10,64.57%,57.36%,73.09%,35.83%,80.36%,32.79%
OP_Plan_2025,DC-Portland-OR,NK-BLAZER-GLD-12,68.79%,46.38%,81.76%,26.54%,65.66%,51.78%
Baseline_v2,DC-Johannesburg-ZA,NK-DUNK-NVY-7,59.54%,57.86%,90.86%,14.01%,73.72%,36.04%
Consensus_v2,DC-Shanghai-CN,NK-LEBRON-GRN-8,56.62%,60.00%,74.52%,40.67%,70.30%,49.32%
Consensus_v2,DC-Portland-OR,NK-LEBRON-NVY-10,71.50%,49.79%,81.22%,24.87%,67.19%,49.34%
Baseline_v2,DC-Tokyo-JP,NK-ALPHAFLY-WHT-9,63.50%,47.02%,83.50%,21.20%,67.67%,51.37%
Baseline_v2,DC-Johannesburg-ZA,NK-REACT-BLK-10,74.64%,37.46%,76.95%,31.42%,66.41%,54.78%
Consensus_v2,DC-Shanghai-CN,NK-REACT-RED-7,68.41%,40.39%,77.99%,28.56%,70.76%,44.82%
OP_Plan_2025,DC-Portland-OR,NK-CORTEZ-RED-11,69.35%,49.41%,89.21%,15.99%,82.36%,29.07%
Baseline_v2,DC-Johannesburg-ZA,NK-JACKET-WIND-NVY-S,66.57%,56.81%,81.09%,31.40%,73.05%,39.73%
Baseline_v2,DC-Shanghai-CN,NK-BLAZER-RED-13,70.72%,41.14%,87.42%,19.95%,86.21%,23.52%
Baseline_v1,DC-Laakdal-BE,NK-SOCK-PERF-3PK-RED,56.32%,60.00%,77.10%,31.19%,68.31%,56.88%
OP_Plan_2025,DC-Shanghai-CN,NK-ALPHAFLY-GRY-10,76.26%,29.13%,88.69%,18.03%,81.04%,26.80%
Baseline_v2,DC-Johannesburg-ZA,NK-FREE-RN-OGR-7,63.48%,60.00%,76.15%,39.58%,70.81%,38.11%
Baseline_v1,DC-Shanghai-CN,NK-HUARACHE-GLD-8,51.32%,60.00%,72.80%,39.33%,64.77%,60.00%
OP_Plan_2025,DC-Johannesburg-ZA,NK-LEGGING-EPIC-BLK-S,50.64%,60.00%,89.67%,12.94%,67.49%,48.81%
Consensus_v2,DC-Memphis-TN,NK-CORTEZ-BLK-11,57.58%,60.00%,91.99%,14.11%,70.51%,37.79%
Consensus_v2,DC-Johannesburg-ZA,NK-BLAZER-GLD-8,81.56%,28.03%,84.88%,25.31%,81.21%,29.60%
Baseline_v2,DC-Shanghai-CN,NK-HUARACHE-GRY-9,74.48%,30.97%,72.74%,34.08%,69.63%,52.44%
Consensus_v2,DC-Laakdal-BE,NK-VAPORFLY-PPL-10,56.35%,60.00%,80.12%,31.45%,81.53%,29.68%
Consensus_v2,DC-Dubai-UAE,NK-DUNK-RED-11,69.32%,53.69%,80.38%,23.69%,68.48%,51.42%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-HUARACHE-NVY-12,81.73%,25.15%,77.63%,36.63%,83.09%,29.01%
Baseline_v1,DC-Dubai-UAE,NK-METCON-OGR-8,50.22%,60.00%,90.17%,16.61%,64.20%,56.34%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-VAPORFLY-GRY-12,52.51%,60.00%,73.28%,41.26%,84.44%,23.17%
OP_Plan_2025,DC-Dubai-UAE,NK-DUNK-BLK-13,81.31%,30.60%,81.21%,26.68%,76.55%,37.51%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-VAPORFLY-OGR-12,56.72%,60.00%,76.02%,32.90%,75.44%,33.36%
OP_Plan_2025,DC-Johannesburg-ZA,NK-AIR-MAX-OGR-10,68.10%,45.27%,80.56%,31.73%,76.42%,34.27%
Baseline_v2,DC-Laakdal-BE,NK-LEBRON-PPL-13,59.47%,60.00%,87.49%,21.71%,82.90%,22.41%
OP_Plan_2025,DC-Shanghai-CN,NK-REACT-GLD-8,57.05%,60.00%,89.21%,18.09%,87.19%,19.78%
Consensus_v2,DC-Johannesburg-ZA,NK-METCON-OGR-7,62.53%,60.00%,80.58%,25.04%,76.52%,41.10%
Baseline_v2,DC-Dubai-UAE,NK-ALPHAFLY-WHT-12,69.41%,45.00%,72.70%,38.14%,85.61%,18.10%
Baseline_v1,DC-Tokyo-JP,NK-AIR-MAX-GLD-10,67.38%,39.54%,93.80%,8.81%,85.60%,19.91%
Consensus_v2,DC-Portland-OR,NK-REACT-BLK-9,76.73%,40.40%,84.23%,19.79%,73.57%,47.57%
OP_Plan_2025,DC-Dubai-UAE,NK-REACT-NVY-10,75.18%,39.01%,94.58%,9.43%,86.77%,18.94%
Baseline_v1,DC-Sao-Paulo-BR,NK-KD-BLK-8,79.24%,30.77%,73.81%,32.86%,73.11%,34.44%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-ALPHAFLY-OGR-9,61.18%,60.00%,87.47%,17.94%,68.53%,40.90%
Consensus_v2,DC-Tokyo-JP,NK-ZOOM-PEGA-GRN-13,67.60%,48.44%,77.38%,35.12%,76.84%,34.52%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-AIR-FORCE-WHT-12,80.62%,23.95%,89.24%,13.79%,63.73%,60.00%
Baseline_v1,DC-Laakdal-BE,NK-FREE-RN-BLK-9,68.54%,50.30%,80.96%,27.33%,78.02%,28.02%
Baseline_v2,DC-Sao-Paulo-BR,NK-JORDAN-OGR-7,64.41%,49.65%,79.47%,28.25%,62.87%,60.00%
Consensus_v2,DC-Memphis-TN,NK-AIR-MAX-BLU-7,63.93%,48.69%,92.84%,12.18%,65.83%,55.52%
Consensus_v2,DC-Johannesburg-ZA,NK-JORDAN-GLD-12,80.06%,28.34%,93.03%,11.50%,86.27%,19.09%
OP_Plan_2025,DC-Tokyo-JP,NK-LEBRON-GRY-7,50.45%,59.67%,88.77%,19.73%,70.65%,44.08%
Baseline_v1,DC-Tokyo-JP,NK-DUNK-GRN-11,50.26%,60.00%,77.98%,28.76%,62.74%,60.00%
Baseline_v1,DC-Memphis-TN,NK-AIR-MAX-NVY-7,78.09%,38.06%,87.04%,20.78%,62.14%,60.00%
Consensus_v1,DC-Dubai-UAE,NK-DUNK-PPL-9,79.50%,26.33%,92.55%,10.24%,76.63%,29.44%
Baseline_v1,DC-Johannesburg-ZA,NK-ALPHAFLY-RED-13,50.81%,60.00%,86.33%,20.25%,65.03%,49.68%
Baseline_v2,DC-Laakdal-BE,NK-FREE-RN-NVY-12,65.27%,51.01%,82.58%,30.34%,72.66%,41.43%
Baseline_v2,DC-Laakdal-BE,NK-HUARACHE-NVY-9,71.80%,46.57%,85.41%,19.52%,65.85%,54.37%
Consensus_v2,DC-Memphis-TN,NK-METCON-BLU-9,60.78%,50.09%,90.82%,16.47%,67.00%,41.32%
Baseline_v1,DC-Memphis-TN,NK-HUARACHE-WHT-10,61.14%,60.00%,85.30%,19.93%,85.63%,17.43%
Consensus_v2,DC-Portland-OR,NK-DUNK-WHT-11,61.90%,60.00%,89.42%,14.14%,67.75%,41.82%
Baseline_v1,DC-Dubai-UAE,NK-REACT-GRN-8,69.42%,45.66%,78.11%,30.25%,68.99%,47.12%
OP_Plan_2025,DC-Laakdal-BE,NK-AIR-FORCE-OGR-11,70.27%,43.93%,83.10%,23.74%,76.08%,38.39%
OP_Plan_2025,DC-Johannesburg-ZA,NK-LEBRON-BLK-8,73.90%,45.66%,72.56%,43.22%,68.57%,50.34%
Baseline_v2,DC-Dubai-UAE,NK-HUARACHE-GLD-9,77.56%,28.89%,94.78%,8.41%,78.73%,25.72%
Consensus_v2,DC-Shanghai-CN,NK-FREE-RN-WHT-8,69.97%,44.34%,85.82%,22.82%,87.83%,16.30%
OP_Plan_2025,DC-Shanghai-CN,NK-SPORTS-BRA-INDY-NVY-L,59.84%,55.13%,86.38%,23.11%,79.64%,25.22%
Baseline_v2,DC-Sao-Paulo-BR,NK-ZOOM-PEGA-NVY-9,77.45%,32.35%,86.37%,22.73%,82.38%,26.63%
Baseline_v1,DC-Portland-OR,NK-CORTEZ-BLK-13,57.33%,57.14%,78.44%,26.55%,82.69%,25.11%
Baseline_v1,DC-Memphis-TN,NK-SHORT-DRI-RED-XL,51.08%,60.00%,90.64%,15.88%,72.70%,41.26%
OP_Plan_2025,DC-Sao-Paulo-BR,NK-DUNK-WHT-9,57.76%,55.36%,82.53%,26.41%,65.64%,51.81%
Baseline_v1,DC-Sao-Paulo-BR,NK-REACT-GLD-9,63.15%,56.13%,87.86%,17.98%,73.43%,39.00%
Baseline_v2,DC-Tokyo-JP,NK-ALPHAFLY-BLK-9,55.46%,57.09%,86.72%,19.88%,84.08%,27.46%
Consensus_v1,DC-Laakdal-BE,NK-TEE-PRO-BLK-M,73.80%,46.94%,83.96%,25.79%,64.23%,52.82%
Consensus_v1,DC-Johannesburg-ZA,NK-JACKET-WIND-RED-S,63.68%,60.00%,88.48%,17.96%,67.51%,55.59%
OP_Plan_2025,DC-Dubai-UAE,NK-ZOOM-PEGA-BLK-7,71.79%,49.04%,88.75%,16.72%,75.14%,42.54%
OP_Plan_2025,DC-Tokyo-JP,NK-JORDAN-GRY-9,71.73%,46.23%,86.32%,19.00%,76.09%,30.00%
Consensus_v2,DC-Tokyo-JP,NK-CORTEZ-BLU-11,56.20%,59.44%,72.42%,42.12%,80.38%,32.85%
Baseline_v1,DC-Portland-OR,NK-FREE-RN-GRN-9,52.68%,60.00%,85.55%,22.96%,73.75%,46.77%
