Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
WIP,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Buy,Seasonal-Build,ORD-2025-000669,DC-Portland-OR,2025-W19,NK-BLAZER-GRY-13,3776,825,4601,4664,2800
Finished-Goods,FORECAST,SUP-China-SHH,Baseline_v1,Transfer,Seasonal-Build,ORD-2025-000670,DC-Portland-OR,2025-W42,NK-VAPORFLY-RED-11,2448,733,3181,3068,2452
Raw-Material,FIRM,SUP-Vietnam-HCM,Baseline_v1,Transfer,Safety-Stock-Build,ORD-2025-000671,DC-Memphis-TN,2025-W33,NK-KD-WHT-8,328,1821,2149,2150,1710
Raw-Material,FIRM,SUP-Vietnam-HCM,Baseline_v2,Transfer,Make-to-Order,ORD-2025-000672,DC-Dubai-UAE,2025-W35,NK-AIR-MAX-OGR-12,896,1908,2804,2917,2037
Packaging,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000673,DC-Laakdal-BE,2025-W37,NK-REACT-WHT-10,1393,293,1686,1635,1054
Semi-Finished,FIRM,SUP-Mexico-MTY,Consensus_v1,Make,Make-to-Order,ORD-2025-000674,DC-Sao-Paulo-BR,2025-W45,NK-HUARACHE-RED-11,917,3462,4379,4189,2775
Semi-Finished,FORECAST,SUP-Mexico-MTY,Baseline_v1,Transfer,Replenishment,ORD-2025-000675,DC-Sao-Paulo-BR,2025-W31,NK-JORDAN-GRN-9,1193,304,1497,1442,1009
Packaging,FIRM,SUP-Cambodia-PNH,Baseline_v1,Transfer,Make-to-Order,ORD-2025-000676,DC-Johannesburg-ZA,2025-W43,NK-CORTEZ-RED-9,573,2220,2793,2704,1759
Finished-Goods,FIRM,SUP-China-SHH,Baseline_v2,Transfer,Make-to-Order,ORD-2025-000677,DC-Portland-OR,2025-W24,NK-AIR-FORCE-GRN-13,325,2718,3043,3023,1748
Finished-Goods,FIRM,SUP-Vietnam-HCM,Consensus_v1,Transfer,Replenishment,ORD-2025-000678,DC-Shanghai-CN,2025-W45,NK-REACT-NVY-13,823,2914,3737,3668,2347
Finished-Goods,FORECAST,SUP-China-GZH,Consensus_v1,Transfer,Seasonal-Build,ORD-2025-000679,DC-Sao-Paulo-BR,2025-W44,NK-VAPORFLY-BLK-7,3736,1110,4846,4805,3088
WIP,FORECAST,SUP-China-GZH,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000680,DC-Portland-OR,2025-W32,NK-LEBRON-GLD-8,683,172,855,854,690
Packaging,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Buy,Safety-Stock-Build,ORD-2025-000681,DC-Laakdal-BE,2025-W01,NK-LEBRON-GRN-8,650,56,706,716,536
Finished-Goods,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Transfer,Seasonal-Build,ORD-2025-000682,DC-Tokyo-JP,2025-W06,NK-LEBRON-OGR-13,3573,327,3900,4005,2838
Semi-Finished,FIRM,SUP-Bangladesh-DAC,Consensus_v2,Make,Make-to-Order,ORD-2025-000683,DC-Sao-Paulo-BR,2025-W19,NK-HUARACHE-GLD-10,442,2357,2799,2699,2203
Packaging,FIRM,SUP-Cambodia-PNH,Consensus_v1,Make,Safety-Stock-Build,ORD-2025-000684,DC-Tokyo-JP,2025-W24,NK-ZOOM-PEGA-RED-8,171,476,647,668,547
WIP,FORECAST,SUP-Indonesia-JKT,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000685,DC-Tokyo-JP,2025-W30,NK-KD-PPL-11,3405,341,3746,3816,2714
Semi-Finished,FORECAST,SUP-India-CHN,Consensus_v1,Transfer,Replenishment,ORD-2025-000686,DC-Johannesburg-ZA,2025-W32,NK-AIR-FORCE-PPL-9,2501,216,2717,2786,2106
Semi-Finished,FORECAST,SUP-China-SHH,Consensus_v1,Make,Make-to-Order,ORD-2025-000687,DC-Portland-OR,2025-W02,NK-BLAZER-GRY-11,1416,381,1797,1825,999
WIP,FORECAST,SUP-India-CHN,Baseline_v1,Make,Make-to-Stock,ORD-2025-000688,DC-Sao-Paulo-BR,2025-W52,NK-CORTEZ-GLD-12,1287,156,1443,1476,894
Packaging,FORECAST,SUP-China-GZH,Consensus_v2,Make,Make-to-Order,ORD-2025-000689,DC-Dubai-UAE,2025-W31,NK-HUARACHE-WHT-11,489,118,607,617,490
Raw-Material,FORECAST,SUP-India-CHN,Consensus_v2,Buy,Seasonal-Build,ORD-2025-000690,DC-Johannesburg-ZA,2025-W07,NK-FREE-RN-BLK-13,2356,565,2921,2894,1680
WIP,FIRM,SUP-Indonesia-JKT,Baseline_v2,Transfer,Safety-Stock-Build,ORD-2025-000691,DC-Sao-Paulo-BR,2025-W17,NK-METCON-GRY-8,934,2331,3265,3387,2702
WIP,FIRM,SUP-Vietnam-HCM,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000692,DC-Laakdal-BE,2025-W25,NK-KD-RED-9,84,327,411,394,294
Packaging,FORECAST,SUP-China-SHH,Consensus_v2,Make,Replenishment,ORD-2025-000693,DC-Tokyo-JP,2025-W37,NK-DUNK-WHT-11,3078,476,3554,3604,2215
Raw-Material,FORECAST,SUP-Indonesia-JKT,OP_Plan_2025,Transfer,Make-to-Stock,ORD-2025-000694,DC-Dubai-UAE,2025-W34,NK-VAPORFLY-NVY-12,1555,251,1806,1794,1157
Finished-Goods,FORECAST,SUP-Mexico-MTY,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000695,DC-Sao-Paulo-BR,2025-W31,NK-METCON-BLU-8,3838,1121,4959,5096,3865
Semi-Finished,FIRM,SUP-China-GZH,Consensus_v2,Make,Seasonal-Build,ORD-2025-000696,DC-Shanghai-CN,2025-W01,NK-AIR-MAX-PPL-9,212,1003,1215,1222,668
WIP,FORECAST,SUP-Vietnam-HCM,Baseline_v2,Make,Make-to-Order,ORD-2025-000697,DC-Tokyo-JP,2025-W50,NK-LEBRON-RED-7,3754,631,4385,4517,3213
Packaging,FIRM,SUP-China-GZH,Baseline_v1,Make,Seasonal-Build,ORD-2025-000698,DC-Tokyo-JP,2025-W11,NK-DUNK-NVY-7,984,3975,4959,4850,3666
Raw-Material,FIRM,SUP-Vietnam-HCM,Consensus_v2,Make,Seasonal-Build,ORD-2025-000699,DC-Dubai-UAE,2025-W05,NK-DUNK-BLK-7,301,1234,1535,1587,811
Semi-Finished,FIRM,SUP-Indonesia-JKT,OP_Plan_2025,Transfer,Make-to-Order,ORD-2025-000700,DC-Dubai-UAE,2025-W49,NK-HUARACHE-BLK-13,460,1358,1818,1800,1451
Semi-Finished,FIRM,SUP-China-SHH,Consensus_v1,Transfer,Safety-Stock-Build,ORD-2025-000701,DC-Laakdal-BE,2025-W10,NK-ALPHAFLY-RED-13,298,1458,1756,1712,1176
WIP,FORECAST,SUP-Bangladesh-DAC,Consensus_v1,Buy,Replenishment,ORD-2025-000702,DC-Portland-OR,2025-W04,NK-AIR-FORCE-BLK-11,3069,960,4029,3997,2671
Semi-Finished,FORECAST,SUP-Mexico-MTY,Baseline_v1,Transfer,Make-to-Stock,ORD-2025-000703,DC-Laakdal-BE,2025-W19,NK-BLAZER-NVY-9,1318,289,1607,1564,1181
Finished-Goods,FORECAST,SUP-Indonesia-JKT,OP_Plan_2025,Make,Make-to-Order,ORD-2025-000704,DC-Portland-OR,2025-W16,NK-DUNK-GLD-9,2215,246,2461,2419,1226
Raw-Material,FORECAST,SUP-India-CHN,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000705,DC-Memphis-TN,2025-W46,NK-ALPHAFLY-BLU-7,1212,262,1474,1428,917
Packaging,FORECAST,SUP-Vietnam-HCM,Consensus_v2,Make,Replenishment,ORD-2025-000706,DC-Memphis-TN,2025-W47,NK-LEBRON-GLD-9,4162,933,5095,5312,4325
Raw-Material,FORECAST,SUP-China-GZH,Baseline_v1,Make,Replenishment,ORD-2025-000707,DC-Laakdal-BE,2025-W15,NK-AIR-MAX-WHT-12,3644,981,4625,4509,2794
Semi-Finished,FORECAST,SUP-China-GZH,OP_Plan_2025,Make,Safety-Stock-Build,ORD-2025-000708,DC-Dubai-UAE,2025-W18,NK-KD-GLD-12,189,24,213,209,112
Semi-Finished,FIRM,SUP-India-CHN,Consensus_v1,Transfer,Replenishment,ORD-2025-000709,DC-Shanghai-CN,2025-W23,NK-LEBRON-WHT-10,718,2805,3523,3587,2245
Semi-Finished,FORECAST,SUP-Mexico-MTY,Consensus_v1,Make,Safety-Stock-Build,ORD-2025-000710,DC-Johannesburg-ZA,2025-W31,NK-ALPHAFLY-BLU-11,1745,484,2229,2336,1669
Raw-Material,FIRM,SUP-Bangladesh-DAC,Consensus_v1,Transfer,Seasonal-Build,ORD-2025-000711,DC-Memphis-TN,2025-W29,NK-VAPORFLY-GLD-12,673,2454,3127,3225,1683
Finished-Goods,FORECAST,SUP-Cambodia-PNH,Consensus_v1,Transfer,Make-to-Order,ORD-2025-000712,DC-Laakdal-BE,2025-W11,NK-AIR-FORCE-WHT-10,766,55,821,829,466
Semi-Finished,FORECAST,SUP-India-CHN,OP_Plan_2025,Make,Replenishment,ORD-2025-000713,DC-Tokyo-JP,2025-W40,NK-KD-WHT-7,2875,786,3661,3637,2817
WIP,FORECAST,SUP-China-GZH,Baseline_v2,Transfer,Make-to-Order,ORD-2025-000714,DC-Memphis-TN,2025-W13,NK-KD-BLK-7,1173,101,1274,1307,1107
Packaging,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Make,Make-to-Stock,ORD-2025-000715,DC-Dubai-UAE,2025-W37,NK-ALPHAFLY-BLK-11,3570,588,4158,4021,2093
Semi-Finished,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000716,DC-Memphis-TN,2025-W04,NK-FREE-RN-NVY-10,3331,578,3909,3756,2110
Raw-Material,FIRM,SUP-India-CHN,Baseline_v1,Transfer,Safety-Stock-Build,ORD-2025-000717,DC-Johannesburg-ZA,2025-W07,NK-DUNK-GRN-8,441,1450,1891,1827,993
WIP,FORECAST,SUP-China-GZH,Baseline_v1,Buy,Seasonal-Build,ORD-2025-000718,DC-Dubai-UAE,2025-W25,NK-METCON-GLD-7,3851,250,4101,4120,2344
Packaging,FIRM,SUP-Vietnam-HCM,Consensus_v1,Buy,Seasonal-Build,ORD-2025-000719,DC-Shanghai-CN,2025-W31,NK-ALPHAFLY-OGR-12,302,1007,1309,1343,881
WIP,FORECAST,SUP-Indonesia-JKT,OP_Plan_2025,Buy,Replenishment,ORD-2025-000720,DC-Sao-Paulo-BR,2025-W12,NK-KD-BLK-12,2250,400,2650,2590,1748
Semi-Finished,FIRM,SUP-Bangladesh-DAC,Consensus_v1,Transfer,Safety-Stock-Build,ORD-2025-000721,DC-Laakdal-BE,2025-W09,NK-LEBRON-WHT-8,469,2287,2756,2782,1478
Semi-Finished,FIRM,SUP-Indonesia-JKT,OP_Plan_2025,Make,Seasonal-Build,ORD-2025-000722,DC-Tokyo-JP,2025-W18,NK-HUARACHE-WHT-11,291,1296,1587,1557,1241
Packaging,FIRM,SUP-Cambodia-PNH,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000723,DC-Laakdal-BE,2025-W32,NK-HUARACHE-GLD-7,441,2105,2546,2533,1384
Finished-Goods,FORECAST,SUP-India-CHN,Consensus_v1,Buy,Make-to-Stock,ORD-2025-000724,DC-Johannesburg-ZA,2025-W32,NK-VAPORFLY-RED-8,1776,456,2232,2276,1139
Semi-Finished,FIRM,SUP-India-CHN,Baseline_v1,Buy,Make-to-Order,ORD-2025-000725,DC-Tokyo-JP,2025-W44,NK-DUNK-OGR-7,614,1547,2161,2142,1273
Finished-Goods,FIRM,SUP-Cambodia-PNH,Consensus_v1,Transfer,Seasonal-Build,ORD-2025-000726,DC-Portland-OR,2025-W15,NK-AIR-MAX-BLK-12,790,3584,4374,4277,3480
WIP,FIRM,SUP-India-CHN,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000727,DC-Sao-Paulo-BR,2025-W16,NK-ZOOM-PEGA-GRN-9,1213,2977,4190,4267,3266
Semi-Finished,FIRM,SUP-Bangladesh-DAC,Baseline_v2,Make,Make-to-Stock,ORD-2025-000728,DC-Memphis-TN,2025-W39,NK-HUARACHE-GLD-13,264,904,1168,1129,909
Semi-Finished,FIRM,SUP-Cambodia-PNH,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000729,DC-Shanghai-CN,2025-W36,NK-ZOOM-PEGA-BLK-10,522,1729,2251,2209,1132
Semi-Finished,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Buy,Replenishment,ORD-2025-000730,DC-Shanghai-CN,2025-W51,NK-VAPORFLY-PPL-9,4167,1075,5242,5130,3163
Semi-Finished,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Transfer,Make-to-Order,ORD-2025-000731,DC-Laakdal-BE,2025-W07,NK-AIR-FORCE-NVY-11,3077,638,3715,3572,2236
Packaging,FIRM,SUP-Bangladesh-DAC,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000732,DC-Memphis-TN,2025-W48,NK-JORDAN-BLU-11,362,1685,2047,2017,1123
Finished-Goods,FORECAST,SUP-China-GZH,Baseline_v1,Buy,Make-to-Stock,ORD-2025-000733,DC-Memphis-TN,2025-W47,NK-AIR-FORCE-GRN-10,3464,734,4198,4369,2212
WIP,FIRM,SUP-Mexico-MTY,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000734,DC-Sao-Paulo-BR,2025-W46,NK-ALPHAFLY-BLK-7,1425,3423,4848,4889,3598
Raw-Material,FIRM,SUP-China-SHH,Baseline_v2,Transfer,Safety-Stock-Build,ORD-2025-000735,DC-Laakdal-BE,2025-W23,NK-AIR-FORCE-GLD-8,80,579,659,668,430
Semi-Finished,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Buy,Seasonal-Build,ORD-2025-000736,DC-Laakdal-BE,2025-W41,NK-LEBRON-GRY-9,1962,537,2499,2571,1548
WIP,FIRM,SUP-India-CHN,Baseline_v2,Buy,Make-to-Stock,ORD-2025-000737,DC-Shanghai-CN,2025-W28,NK-DUNK-GRY-7,344,1487,1831,1897,994
Finished-Goods,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Transfer,Replenishment,ORD-2025-000738,DC-Laakdal-BE,2025-W28,NK-VAPORFLY-OGR-11,3748,419,4167,4154,3347
Finished-Goods,FORECAST,SUP-China-GZH,Baseline_v2,Buy,Make-to-Order,ORD-2025-000739,DC-Sao-Paulo-BR,2025-W30,NK-AIR-FORCE-NVY-8,3909,901,4810,4824,2999
Semi-Finished,FORECAST,SUP-India-CHN,Baseline_v1,Make,Make-to-Order,ORD-2025-000740,DC-Laakdal-BE,2025-W14,NK-AIR-MAX-BLU-12,1726,404,2130,2159,1742
Finished-Goods,FORECAST,SUP-China-GZH,Consensus_v1,Make,Safety-Stock-Build,ORD-2025-000741,DC-Shanghai-CN,2025-W34,NK-HUARACHE-GLD-9,522,35,557,584,328
Finished-Goods,FIRM,SUP-Bangladesh-DAC,OP_Plan_2025,Make,Replenishment,ORD-2025-000742,DC-Laakdal-BE,2025-W03,NK-JORDAN-BLU-7,1178,3127,4305,4380,2529
Semi-Finished,FORECAST,SUP-Vietnam-HCM,Baseline_v1,Buy,Make-to-Order,ORD-2025-000743,DC-Johannesburg-ZA,2025-W37,NK-JORDAN-GRN-8,2847,531,3378,3352,1999
Raw-Material,FORECAST,SUP-Vietnam-HCM,OP_Plan_2025,Transfer,Make-to-Order,ORD-2025-000744,DC-Johannesburg-ZA,2025-W10,NK-ALPHAFLY-RED-9,1019,109,1128,1097,772
Semi-Finished,FORECAST,SUP-Cambodia-PNH,Baseline_v2,Make,Replenishment,ORD-2025-000745,DC-Shanghai-CN,2025-W26,NK-DUNK-BLK-9,1850,124,1974,1984,1380
Packaging,FORECAST,SUP-China-GZH,OP_Plan_2025,Transfer,Safety-Stock-Build,ORD-2025-000746,DC-Tokyo-JP,2025-W13,NK-HUARACHE-GRN-11,1000,76,1076,1037,776
Raw-Material,FORECAST,SUP-Vietnam-HCM,Consensus_v2,Make,Make-to-Stock,ORD-2025-000747,DC-Shanghai-CN,2025-W02,NK-METCON-GRY-10,1744,392,2136,2167,1318
Finished-Goods,FIRM,SUP-China-SHH,Baseline_v1,Make,Make-to-Stock,ORD-2025-000748,DC-Portland-OR,2025-W22,NK-KD-NVY-11,26,169,195,203,131
Packaging,FORECAST,SUP-Indonesia-JKT,Baseline_v2,Buy,Replenishment,ORD-2025-000749,DC-Memphis-TN,2025-W19,NK-CORTEZ-PPL-11,2879,568,3447,3524,2756
Raw-Material,FIRM,SUP-Cambodia-PNH,Consensus_v2,Buy,Safety-Stock-Build,ORD-2025-000750,DC-Shanghai-CN,2025-W12,NK-FREE-RN-BLU-9,114,250,364,375,277
Packaging,FORECAST,SUP-Mexico-MTY,Baseline_v1,Transfer,Safety-Stock-Build,ORD-2025-000751,DC-Memphis-TN,2025-W43,NK-ZOOM-PEGA-NVY-11,992,149,1141,1104,839
Packaging,FORECAST,SUP-Mexico-MTY,Baseline_v1,Transfer,Seasonal-Build,ORD-2025-000752,DC-Laakdal-BE,2025-W47,NK-JORDAN-BLU-7,1274,129,1403,1365,1033
Packaging,FORECAST,SUP-Bangladesh-DAC,Baseline_v1,Make,Seasonal-Build,ORD-2025-000753,DC-Dubai-UAE,2025-W28,NK-HUARACHE-OGR-11,896,114,1010,1056,843
Semi-Finished,FIRM,SUP-Cambodia-PNH,Consensus_v1,Make,Safety-Stock-Build,ORD-2025-000754,DC-Johannesburg-ZA,2025-W06,NK-FREE-RN-GRN-7,323,2024,2347,2290,1576
Packaging,FIRM,SUP-Indonesia-JKT,OP_Plan_2025,Buy,Seasonal-Build,ORD-2025-000755,DC-Laakdal-BE,2025-W47,NK-VAPORFLY-GLD-13,214,527,741,729,571
Raw-Material,FORECAST,SUP-Mexico-MTY,Consensus_v2,Make,Safety-Stock-Build,ORD-2025-000756,DC-Sao-Paulo-BR,2025-W18,NK-REACT-BLU-7,3281,250,3531,3670,1909
Packaging,FORECAST,SUP-Bangladesh-DAC,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000757,DC-Shanghai-CN,2025-W16,NK-JORDAN-GRN-9,3270,392,3662,3842,2844
WIP,FIRM,SUP-Cambodia-PNH,OP_Plan_2025,Make,Make-to-Order,ORD-2025-000758,DC-Johannesburg-ZA,2025-W11,NK-AIR-FORCE-GLD-11,65,301,366,350,268
Raw-Material,FORECAST,SUP-Cambodia-PNH,OP_Plan_2025,Transfer,Seasonal-Build,ORD-2025-000759,DC-Tokyo-JP,2025-W40,NK-LEBRON-BLU-12,3232,706,3938,3999,2011
Raw-Material,FIRM,SUP-India-CHN,Consensus_v1,Make,Make-to-Order,ORD-2025-000760,DC-Dubai-UAE,2025-W32,NK-AIR-MAX-WHT-10,473,2548,3021,3134,1587
Semi-Finished,FIRM,SUP-China-GZH,Consensus_v2,Make,Make-to-Stock,ORD-2025-000761,DC-Dubai-UAE,2025-W07,NK-LEBRON-BLK-10,370,2107,2477,2581,1688
WIP,FORECAST,SUP-China-SHH,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000762,DC-Laakdal-BE,2025-W13,NK-DUNK-GLD-12,3260,749,4009,4087,2641
Semi-Finished,FIRM,SUP-Bangladesh-DAC,Baseline_v1,Buy,Make-to-Order,ORD-2025-000763,DC-Portland-OR,2025-W33,NK-BLAZER-WHT-9,636,3634,4270,4395,3604
Packaging,FIRM,SUP-Bangladesh-DAC,Baseline_v2,Transfer,Safety-Stock-Build,ORD-2025-000764,DC-Sao-Paulo-BR,2025-W52,NK-METCON-GLD-10,1150,3363,4513,4602,2801
WIP,FORECAST,SUP-China-SHH,Consensus_v2,Make,Replenishment,ORD-2025-000765,DC-Johannesburg-ZA,2025-W14,NK-ALPHAFLY-BLK-13,384,107,491,482,267
Finished-Goods,FIRM,SUP-Vietnam-HCM,OP_Plan_2025,Buy,Seasonal-Build,ORD-2025-000766,DC-Laakdal-BE,2025-W44,NK-LEBRON-BLU-9,135,688,823,784,612
Finished-Goods,FIRM,SUP-Cambodia-PNH,Consensus_v2,Transfer,Safety-Stock-Build,ORD-2025-000767,DC-Tokyo-JP,2025-W36,NK-JORDAN-RED-10,439,2702,3141,3170,2243
Packaging,FIRM,SUP-Cambodia-PNH,Consensus_v2,Buy,Replenishment,ORD-2025-000768,DC-Dubai-UAE,2025-W22,NK-ALPHAFLY-GRN-8,105,771,876,892,560
Semi-Finished,FIRM,SUP-Cambodia-PNH,Baseline_v2,Transfer,Seasonal-Build,ORD-2025-000769,DC-Tokyo-JP,2025-W04,NK-ALPHAFLY-NVY-12,1445,3674,5119,4988,3501
Raw-Material,FORECAST,SUP-India-CHN,Baseline_v1,Buy,Seasonal-Build,ORD-2025-000770,DC-Portland-OR,2025-W21,NK-VAPORFLY-GRY-7,2508,689,3197,3203,2106
Finished-Goods,FIRM,SUP-China-SHH,Consensus_v2,Make,Seasonal-Build,ORD-2025-000771,DC-Sao-Paulo-BR,2025-W08,NK-FREE-RN-PPL-7,127,605,732,701,455
WIP,FORECAST,SUP-China-SHH,Baseline_v2,Buy,Make-to-Stock,ORD-2025-000772,DC-Laakdal-BE,2025-W01,NK-AIR-MAX-GRN-8,2851,588,3439,3270,2432
Semi-Finished,FORECAST,SUP-China-SHH,Baseline_v2,Buy,Make-to-Order,ORD-2025-000773,DC-Sao-Paulo-BR,2025-W12,NK-METCON-WHT-10,2216,504,2720,2842,2207
Semi-Finished,FORECAST,SUP-Cambodia-PNH,Baseline_v1,Make,Make-to-Stock,ORD-2025-000774,DC-Portland-OR,2025-W19,NK-JORDAN-BLK-10,3674,694,4368,4325,2407
Raw-Material,FORECAST,SUP-China-GZH,Consensus_v1,Transfer,Safety-Stock-Build,ORD-2025-000775,DC-Sao-Paulo-BR,2025-W04,NK-DUNK-PPL-11,551,128,679,685,412
Raw-Material,FIRM,SUP-China-SHH,Baseline_v2,Make,Replenishment,ORD-2025-000776,DC-Portland-OR,2025-W20,NK-JORDAN-RED-13,1325,3409,4734,4671,2539
Semi-Finished,FIRM,SUP-Bangladesh-DAC,Baseline_v2,Make,Safety-Stock-Build,ORD-2025-000777,DC-Portland-OR,2025-W03,NK-METCON-NVY-7,767,2452,3219,3375,1850
Finished-Goods,FORECAST,SUP-India-CHN,Baseline_v2,Make,Replenishment,ORD-2025-000778,DC-Sao-Paulo-BR,2025-W15,NK-ZOOM-PEGA-NVY-7,2128,564,2692,2640,1423
WIP,FORECAST,SUP-Vietnam-HCM,Baseline_v2,Buy,Replenishment,ORD-2025-000779,DC-Tokyo-JP,2025-W37,NK-CORTEZ-RED-13,1757,314,2071,2019,1366
Semi-Finished,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Buy,Make-to-Order,ORD-2025-000780,DC-Tokyo-JP,2025-W05,NK-REACT-GLD-11,3545,803,4348,4219,2608
Raw-Material,FIRM,SUP-Mexico-MTY,OP_Plan_2025,Buy,Safety-Stock-Build,ORD-2025-000781,DC-Shanghai-CN,2025-W23,NK-BLAZER-GRY-12,1240,3463,4703,4671,2451
Finished-Goods,FORECAST,SUP-India-CHN,Baseline_v1,Make,Seasonal-Build,ORD-2025-000782,DC-Portland-OR,2025-W45,NK-AIR-MAX-WHT-7,2098,221,2319,2246,1398
Packaging,FORECAST,SUP-China-GZH,Consensus_v1,Transfer,Safety-Stock-Build,ORD-2025-000783,DC-Sao-Paulo-BR,2025-W02,NK-KD-PPL-7,2301,431,2732,2684,1788
WIP,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Buy,Make-to-Stock,ORD-2025-000784,DC-Shanghai-CN,2025-W05,NK-ALPHAFLY-BLK-7,2779,768,3547,3710,2394
WIP,FORECAST,SUP-Indonesia-JKT,Consensus_v2,Make,Make-to-Order,ORD-2025-000785,DC-Memphis-TN,2025-W05,NK-HUARACHE-GRN-7,1281,235,1516,1512,1175
Finished-Goods,FIRM,SUP-Indonesia-JKT,Consensus_v2,Make,Make-to-Order,ORD-2025-000786,DC-Shanghai-CN,2025-W33,NK-HUARACHE-BLU-11,735,2444,3179,3040,2407
Finished-Goods,FORECAST,SUP-China-SHH,Consensus_v1,Buy,Make-to-Order,ORD-2025-000787,DC-Portland-OR,2025-W43,NK-REACT-WHT-7,3135,438,3573,3622,2786
Packaging,FIRM,SUP-China-GZH,OP_Plan_2025,Make,Replenishment,ORD-2025-000788,DC-Johannesburg-ZA,2025-W08,NK-LEBRON-GRN-12,158,1121,1279,1313,942
WIP,FORECAST,SUP-India-CHN,OP_Plan_2025,Buy,Seasonal-Build,ORD-2025-000789,DC-Portland-OR,2025-W25,NK-LEBRON-GLD-7,1909,157,2066,2107,1585
Packaging,FORECAST,SUP-Bangladesh-DAC,Consensus_v2,Transfer,Make-to-Stock,ORD-2025-000790,DC-Memphis-TN,2025-W31,NK-VAPORFLY-GLD-8,250,65,315,325,173
WIP,FORECAST,SUP-China-GZH,Consensus_v2,Make,Seasonal-Build,ORD-2025-000791,DC-Memphis-TN,2025-W41,NK-ZOOM-PEGA-WHT-8,2880,446,3326,3185,2151
Semi-Finished,FIRM,SUP-China-SHH,Baseline_v2,Transfer,Safety-Stock-Build,ORD-2025-000792,DC-Portland-OR,2025-W13,NK-BLAZER-NVY-9,579,2581,3160,3144,1843
Finished-Goods,FORECAST,SUP-Indonesia-JKT,Consensus_v1,Transfer,Safety-Stock-Build,ORD-2025-000793,DC-Shanghai-CN,2025-W23,NK-DUNK-GRY-13,2020,355,2375,2362,1392
Raw-Material,FORECAST,SUP-India-CHN,Consensus_v1,Transfer,Safety-Stock-Build,ORD-2025-000794,DC-Tokyo-JP,2025-W46,NK-JORDAN-WHT-12,1510,105,1615,1614,1196
Packaging,FORECAST,SUP-India-CHN,Consensus_v1,Make,Safety-Stock-Build,ORD-2025-000795,DC-Dubai-UAE,2025-W19,NK-ALPHAFLY-GLD-10,947,114,1061,1096,702
WIP,FIRM,SUP-China-GZH,OP_Plan_2025,Buy,Make-to-Order,ORD-2025-000796,DC-Dubai-UAE,2025-W50,NK-AIR-FORCE-NVY-11,646,1847,2493,2526,1979
Finished-Goods,FORECAST,SUP-Cambodia-PNH,Consensus_v2,Make,Seasonal-Build,ORD-2025-000797,DC-Shanghai-CN,2025-W38,NK-JORDAN-BLK-11,1166,83,1249,1308,949
Raw-Material,FORECAST,SUP-Cambodia-PNH,Consensus_v2,Make,Seasonal-Build,ORD-2025-000798,DC-Tokyo-JP,2025-W46,NK-FREE-RN-GRY-9,558,136,694,701,551
Packaging,FORECAST,SUP-China-SHH,Baseline_v1,Buy,Seasonal-Build,ORD-2025-000799,DC-Laakdal-BE,2025-W27,NK-FREE-RN-NVY-10,2045,428,2473,2353,1622
Packaging,FIRM,SUP-Mexico-MTY,OP_Plan_2025,Make,Replenishment,ORD-2025-000800,DC-Portland-OR,2025-W25,NK-REACT-GRY-13,237,892,1129,1171,748
Raw-Material,FORECAST,SUP-China-GZH,Baseline_v2,Buy,Make-to-Order,ORD-2025-000801,DC-Laakdal-BE,2025-W27,NK-KD-GLD-12,559,143,702,712,536
Finished-Goods,FORECAST,SUP-China-GZH,Consensus_v1,Buy,Make-to-Stock,ORD-2025-000802,DC-Tokyo-JP,2025-W05,NK-BLAZER-PPL-12,3955,363,4318,4249,2685
